StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q12_2,Q13,Q14,Q15_1,Q16,Q17,Q18_1,Q19,Q20,Q22,Q23,Q26,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_5_TEXT,Q33,Q34,Q36_1,Q36_2,Q36_3,Q36_4,Q37,Q38_1,Q38_2,Q38_3,Q38_4,Q38_5,Q39,Q40,Q41,Q42,Q44,Q45,Q46_3,Q46_4,Q47
2019-01-11 20:34:57,2019-01-11 20:44:18,IP Address,65.112.8.130,100,561,True,2019-01-11 20:44:19,R_3pbduPEleGWxtsY,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We got everything finished!,,,Completely Satisfied,Moderately Satisfied,Taking feedback is always helpful!,"More in-depth implementation examples in writing from steps 1-8 - even just as a resource. ",Completely Satisfied,Moderately Satisfied,Seeing teacher meeting,Input on what they would have changed about the process. More learnings,Moderately Satisfied,People can use their own contexts,,Completely Satisfied,,,Neutral,Neutral,Very Good,Quite A Bit,Quite A Bit,10    (Extremely Likely),Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,Include people who have experience in promoting equity intentionally,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,January - March,Yes,Malika Ali,malika.y.ali@gmail.com,"""In my work coaching educators to improve culturally responsive practices, this experience has provided a crucially important structure that I plan to implement to support them in promoting equity"""
2019-01-11 20:34:36,2019-01-11 20:44:20,IP Address,65.112.10.135,100,583,True,2019-01-11 20:44:20,R_sSiV6GbECVuObex,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"I cannot say enough how wonderful our team has been and our Teaching Fellow, Dia. Dia has pushed our group to think like leaders and to be critical in our reflection.",N/A,N/A,Neutral,Neutral,Thorough,N/A,Neutral,Neutral,Met objectives,"The teaching video about celebration could have been substituted for something more leadership focused. I think it was difficult to have takeaways from watching that video, it seemed too removed from our experience (all of us understand what success looks like in varying degrees and have considered ways to celebrate, so a video did not seem necessary).",Neutral,Really a great opportunity to discuss thoughts with people we have not spoken with before in this course,N/A,Completely Satisfied,Time to reflect and think,More time!,Strongly Agree,Strongly Agree,Very Good,A Great Deal,Quite A Bit,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,,Working with your Project Team,Learning with Practitioners,Other:,Learning from TF (Dia),Moderately Dissatisfied,"I am wondering if the price of DW is not allowing for underserved school districts to be more present, which may also allow for more people of color to attend. I am wondering if this week was an anomaly, but I felt that the educators in the room where majority racially privileged and coming from school districts that had the means to send them to DW.",Neutral,Neutral,Neutral,Neutral,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Completely Satisfied,Completely Satisfied,,No,,July - September,No,,,
2019-01-11 20:35:13,2019-01-11 20:44:33,IP Address,65.112.8.136,100,559,True,2019-01-11 20:44:33,R_30ekSavLswLofEz,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We really have grown in our ability to work well as a group and stay on topic throughout the meeting.,"n/a ",,Moderately Satisfied,Completely Satisfied,Hearing short vignettes from the teacher and principal was very useful and instructive.,n/a,Completely Satisfied,Moderately Satisfied,"The assessment plan ""noticings & wonderings"" discussion was helpful.  It might have been nice to have another example available as well.","Because I didn't recognize any of the same characters (from the pictures we'd seen earlier in the week, or the video we watched of the principal teaching) it was hard to follow the ""arc"" of the story when we ""sat in"" on the final data meeting.  I wonder if naming the characters and reminding us who they are could have helped!",Completely Satisfied,it was a good learning experience to hear about other people's contexts in some extended depth,"As a student team, our problem felt hypothetical and not as appropriate or valuable for this protocol.  Having some guidance on that (e.g. create as concrete of a challenge as possible) would have helped it be more productive.",Moderately Satisfied,"It was really helpful... could have been even longer, honestly!",,Neutral,Neutral,Very Good,Quite A Bit,Quite A Bit,7,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,,,,Moderately Satisfied,"I know DW is primarily used at schools, but I think it would have been nice to have some NGO partners present.",Completely satisfied,Moderately dissatisfied,Moderately satisfied,Moderately satisfied,"For degree students, more clarity about the project expectations and outcomes would have been really helpful.",Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,It was really cold in Longfellow 319! :),No,,,,,,
2019-01-11 20:34:08,2019-01-11 20:45:34,IP Address,65.112.8.131,100,686,True,2019-01-11 20:45:35,R_2dgN6WgmGqIwD96,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"Our team made significant progress in our meeting objectives and felt a real sense of collaboration in pushing the meeting forward. Having a practiced process down was also really helpful in the flow of meeting and comfort in roles. ",Nothing today,(duplicate question),Completely Satisfied,Completely Satisfied,"I think it's always nice to hear stories from practitioners who are doing the work on the ground. To hear from both a teacher and a principal about how this process has come alive in their context gave meat to the bones we've been theorizing all week. ",none,Moderately Satisfied,Moderately Satisfied,"The table exercises and viewing the video were rich supplements ",Spend a little more time sharing how these two steps can succeed or fail with concrete strategies in how to iterate the process if results aren't ideal would've been helpful,Completely Satisfied,"I appreciated hearing insight from individuals who were not close the work of my project team's dilemma and how could offer fresh perspective and insight that my team may not have considered. ","We began with limited data from the school context we were representing. ",Completely Satisfied,Same as above,Same as above,Strongly Agree,Strongly Agree,Very Good,A Great Deal,A Great Deal,9,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,Other:,Video clips and practitioner testimonials,Moderately Satisfied,"Not sure ",Moderately satisfied,Completely satisfied,Completely satisfied,Completely satisfied,n/a,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,"More snacks, at least water and coffee daily",No,n/a,April - June,Yes,Steven Chambers,schambers@gse.harvard.edu,"After experiencing this Data Wise institute, i have a greater appreciation for processes that are intentional around equitable student support. "
2019-01-11 20:30:35,2019-01-11 20:46:27,IP Address,65.112.8.133,100,951,True,2019-01-11 20:46:27,R_YRmRUtfNoOJF3Hz,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Moderately Satisfied,We were all bought in; pre-work had been done; good spirit; good holding to norms; good collaboration,"We should have had clarity about what pre-work was needed and the level of the completion ",Tell groups on Wednesday that they should have real clarity about the level of completion by their meeting on Thu,Moderately Satisfied,Moderately Satisfied,I appreciated hearing from practitioners in the field about how they handle the situation.  Great to hear their examples.,I think it would also be helpful to hear vulnerable sharing of how things aren't working well or what challenges they encountered and how they overcame them or what current challenges they face.  It would help add an element of vulnerability,Moderately Satisfied,Moderately Satisfied,I appreciated the week being grounded in an actual case and that continued.  It was helpful to see what they produced.  I really loved the video!  Perhaps the video could even be used earlier in the week on Day 1 to show impact of the whole process (or a video like it) so we could see how well teacher teams responded to being part of Datawise.,"Some of the questions about dates were confusing--the test score dates not matching the dates of implementation, etc.",Moderately Satisfied,Appreciated the time to meet others and hear their problems and share my own,It felt hard to learn the context well enough.  Perhaps the consultancy should be done in our morning work groups throughout the week so we could get to know each other better there and also we had more background of the group.,Moderately Satisfied,Good for chance to ask questions.,I wonder if there are any other ways to surface all questions before they are answered or to keep a parking lot of questions on poster paper where participants can write down questions throughout the week as they emerge and post them and they get addressed as the week goes on (even to answer that the group will get to the question later),Neutral,Somewhat Agree,Very Good,Quite A Bit,Moderately,7,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Moderately Satisfied,What types of recruitment is done?  What types of financial aid is offered?  Other incentives to diversify?,Completely satisfied,Moderately satisfied,Moderately satisfied,Moderately satisfied,No response,Moderately Satisfied,Completely Satisfied,Moderately Satisfied,Moderately Satisfied,Moderately Satisfied,,"It felt like determining how much TFs should participate in groups would be helpful to know.  It felt like our TFs took over at times and lessened our learning as a result.  ",No,It was good.  Thank you!,October - December,No,,,
2019-01-11 20:36:00,2019-01-11 20:46:57,IP Address,67.134.206.36,100,657,True,2019-01-11 20:46:57,R_3sAopNdFWeh1JUX,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Teaching Fellow,School Team,Completely Satisfied,Providing space for the teams to work.,More formal inclusion into the agenda.,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,"Given that most teams are introducing steps 1-3 immediately, this provided an appropriate level of introduction to these steps.",More refinement on the Q and A session.,,Great conversations!,"Use this protocol once more during the week. ",Completely Satisfied,The top of mind was timed well.,More clarity that generating questions was one of the goals.,Somewhat Agree,Somewhat Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,Working with your Project Team,,,,Neutral,,Moderately satisfied,Completely satisfied,Moderately satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Internet issues,No,"Bottom part of screen was difficult to see from some parts of the room. ",July - September,No,,,
2019-01-11 20:32:51,2019-01-11 20:47:48,IP Address,67.134.206.38,100,897,True,2019-01-11 20:47:49,R_27D0BbDu8aQ9TeX,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,System Team,Completely Satisfied,"Our team made excellent progress with writing our dilemma, doing our swoosh, and finishing up our integration plan. Also, our system team was able to meet for a second time with all three elementary teams from the district.",Nothing,Nothing,Neutral,Neutral,Hearing information about how one school integrated DW into their culture.,Hearing from a variety of schools with different experiences with introducing DW,Moderately Satisfied,Moderately Satisfied,N/A,N/A,Moderately Satisfied,Two completely different system teams sharing feedback and strategies. This was my favorite part of the day.,To have had at least one more session with them earlier in the week to share feedback and strategies..,Completely Satisfied,Sharing with my elbow partner was always meaningful. I learned a lot.,More time.,Somewhat Agree,Strongly Agree,Excellent,A Great Deal,Quite A Bit,9,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,Not sure. You seem to be doing a great job!,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,I really enjoyed my time here this week.Thank you for the opportunity.,October - December,Yes,,,
2019-01-11 20:40:12,2019-01-11 20:48:51,IP Address,67.134.206.45,100,519,True,2019-01-11 20:48:52,R_3HOM2fdCToX4Wwh,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Teaching Fellow,School Team,Completely Satisfied,,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,"I really enjoyed getting to be a part of the consultancies and to get to work with some new people  ",,Completely Satisfied,,,Somewhat Agree,Strongly Agree,Excellent,A Great Deal,Moderately,10    (Extremely Likely),Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,,Completely satisfied,Completely satisfied,,,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,,,,,
2019-01-11 20:34:16,2019-01-11 20:49:05,IP Address,65.112.8.129,100,889,True,2019-01-11 20:49:06,R_237xUg6d3leF8Xl,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"We really stayed on task and track this morning, and used protocols to be as productive as possible. Thank you, also for our time to reflect in the afternoon.","There is so much work to be done for these deliverables. Throughout the week, it was difficult to get everything done during the allotted time we were given together.","There is so much work to be done for these deliverables. Throughout the week, it was difficult to get everything done during the allotted time we were given together.",Completely Satisfied,Completely Satisfied,"The feedback overview felt much more applicable to everyone today, which made it easier for me to engage.","There was no visual for the Practical Tips for Step 5 slide, which made it difficult for me to process the information provided orally.",Moderately Satisfied,Moderately Satisfied,"It provided a conclusion to our case study, and allowed us to reflect on how this particular school context approached and found success with datawise.",This session felt more rushed than others--I would have liked to have seen the iterative element of this process at Northaven. Did they have several drafts of this assessment plan? Did they use protocols to create and revise it? How did they adjust their action plan as they worked through step 8? More information would have been helpful.,Moderately Satisfied,"The protocol was clear, and we were given plenty of time throughout the week to prepare for this work. I am also happy that this consultancy happened with people who were not part of either one of our teams this week. It was nice to interact with and learn from new people, and get fresh perspectives on our problems.",I agree with Christine that this protocol could use 2 minutes of silent reflection after the share out for the presenter to process his or her big takeaways from the consultancy.,Completely Satisfied,We had an opportunity to ask questions that may have been lingering throughout the week.,"Not enough time to think of questions to ask. Not enough time for TFs to process the questions in order to answer them fully and in the most helpful way possible. ",Somewhat Disagree,Somewhat Disagree,Very Good,Quite A Bit,Quite A Bit,8,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,,Case Discussions,Working with your Project Team,,,,Moderately Satisfied,,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,"There was SO much pre-work. Though reading MeetingWise and completing the MOOC felt really helpful and applicable, I did not find carefully reading the Datawise book to be particularly helpful before these sessions. ",Moderately Satisfied,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Completely Satisfied,Loved the walls we could write on. Loved the way the classroom was set up with two different teams we worked with throughout the week.,Yes,"I sometimes had trouble in certain parts of the classroom. Some parts were colder or hotter than others, some parts made it difficult to see the powerpoints and follow along with instruction. I also have issues with claustrophobia, so I found it difficult to focus in the back of the classroom when I felt so far away from the exit of the room. ",July - September,No,,,
2019-01-11 20:34:33,2019-01-11 20:49:20,IP Address,67.134.206.43,100,887,True,2019-01-11 20:49:20,R_6PVkNHYSyqeOAGl,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,,,,Moderately Satisfied,Moderately Satisfied,,,Moderately Satisfied,,,,Moderately Dissatisfied,,,Moderately Dissatisfied,,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,,,,,,,,,,,,,,,July - September,,,,
2019-01-11 20:34:51,2019-01-11 20:49:43,IP Address,67.134.206.41,100,891,True,2019-01-11 20:49:43,R_2fuOOEaxtKb9nKh,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,Finished our project and discussed what the roll-out at our building would look like.,,,Completely Satisfied,Completely Satisfied,Appreciated hearing from a real school about what Step 5 was actually like.,,Completely Satisfied,Completely Satisfied,Thought the video was such a real piece of evidence to help grasp what the end of the cycle looked like.,,Completely Satisfied,"This protocol was amazing. Through opening up and being vulnerable about a real concern I had I felt truly valued and connected to these strangers whom I had just met. I see the value in a protocol where you are forced to self-reflect and open up yourself like that because it could really foster authentic connection back at my school, a place where people can often act out of self-preservation and skepticism. ",More time!!,Completely Satisfied,Appreciated that there was time to ask questions.,"Maybe a list of possible questions, or sentence starters in addition to the listening session.",Strongly Agree,Strongly Agree,Excellent,A Great Deal,Quite A Bit,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Moderately Satisfied,"Offering grants to diverse types of schools that might not be afforded the opportunity to come here. Seeking out diverse schools and filming their input on different issues from the course. ",Moderately satisfied,Completely satisfied,Moderately satisfied,Moderately satisfied,"The link to get to my current application wasn't readily available on your website, so I clicked on the 'apply now' button and it kept starting new applications for me. This was a big obstacle in trying to update or confirm information. It was eventually fixed by the IT department but if you put an 'in progress' application button on the site that would be so great.",Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Info on how to utilize electronic features of the room (i.e. computers with connected displays).,No,,April - June,Yes,Danika Johnson,dvjohnson0286@gmail.com,"The week long Data Wise professional development helped revitalize the way I think about data. I feel empowered to take ownership of my experience with data, and to use an inquiry-based process to improve my teaching practices so all students can achieve. "
2019-01-11 20:35:44,2019-01-11 20:50:26,IP Address,65.112.8.137,100,881,True,2019-01-11 20:50:26,R_9Bv67Vlbj0iD5FT,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We completed the work we intended to do! Felt good and reflected on the week.," Nothing",,Completely Satisfied,Moderately Satisfied,Appreciated getting back to the delta that was missed yesterday,,Completely Satisfied,,The example provided helped us talk about some of the dilemmas that may come up - it wasnt a perfect example,,Moderately Satisfied,The protocol itself was very useful. The final part to debrief with teams was wonderful,Increase time on asking more probing questions and probably shaving off the listeners talking. It would have helped us stick to suggestions that were more feasible in context.,Completely Satisfied,,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Completely satisfied,Moderately satisfied,Completely satisfied,,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,,No,,April - June,Yes,,,
2019-01-11 20:37:56,2019-01-11 20:51:08,IP Address,67.134.206.36,100,792,True,2019-01-11 20:51:09,R_1qXjIK5ksawdFL6,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,"Our team finalized many components of the project.  We moved forward on issues and more importantly next steps for staff buy in.  Our Fellow, was very helpful in sharing ideas for next steps in terms of culture.",Nothing to change.,Nothing to change.,Completely Satisfied,Completely Satisfied,It connected to the topic presented.  Presenters helped in making content authentic (Andi and ben).,Nothing to change.,Completely Satisfied,Completely Satisfied,"Reminders to celebrate success very important.  Hearing the teachers reflect on challenges/successes, was a positive for an administrator to hear the buy in, so we can remember to plan for such conversations to take place.",Nothing.,Completely Satisfied,My team worked well together.  I would like to implement this in my school as a process for teachers to benefit from.,Nothing.,Completely Satisfied,Authentic session.,Nothing.,Strongly Agree,Strongly Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,invite more school districts to attend.,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,somewhat knowledgeable of content,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Loved using technology in classrooms to present.,No,it was great!,April - June,No,,,
2019-01-11 20:33:55,2019-01-11 20:51:31,IP Address,199.94.1.20,100,1056,True,2019-01-11 20:51:31,R_qObtJnGwitoOMjT,,,,,42.3253021240234375,-71.1121978759765625,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"we're so connected at this point, we're finishing each others' sentences. :) 
","as always, more time! ",,Moderately Satisfied,Moderately Satisfied,"great to get some closure on the case study ",,Moderately Satisfied,Neutral,,we went through these too quickly. it almost de-emphasized the importance of these two steps.,Moderately Satisfied,"great to get other perspectives ","'-might move this to be a thursday activity so we have more time to chew on it. having it at the very end left very little time to digest. 
-would also like to add a 2-minute private reflection/note-taking time at the end of each person's round ",Moderately Satisfied,"great way to conclude with case team and get some closure on the week from a personal perspective ","another minute for feedback or conversation (for each person). we both felt like we had more to say to one another. ",Strongly Agree,Strongly Agree,Very Good,Quite A Bit,Quite A Bit,8,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Lectures from Faculty,,Working with your Project Team,Learning with Practitioners,,,Moderately Satisfied,,Completely satisfied,Completely satisfied,Neutral,Moderately satisfied,"confusion over canvas website ",Neutral,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Moderately Satisfied,"it would be great if all tables could be low.
outlets were hard to come by given the amount of computer work. 
it was consistently cold in the classroom ",Yes,"total time spent talking with the TF was less than 10 minutes and it happened without scheduling, often interrupting our detailed agenda ",July - September,Yes,,,
2019-01-11 20:33:56,2019-01-11 20:52:30,IP Address,67.134.204.33,100,1113,True,2019-01-11 20:52:30,R_1GOC79GwWMdM8xj,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,"Always awesome. ",Nothing.,repeat,Completely Satisfied,Completely Satisfied,,,Completely Satisfied,Completely Satisfied,"It was great to hear from some real staff. It was useful for us but also it is a great example of homophilly. I think this is actually one of the most useful tools in achieving staff buy-in. ","It would have been wise to clarify the grade 5 data was two different cohorts, and while encouraging there are limitations to what interpretations we can make.",Completely Satisfied,"I was surprised by how much I enjoyed this protocol. I shared a more personal problem, which I normally would not do, and it was really nice to talk it through and hear what other people thought.",I find it difficult to write questions and listen at the same time! Maybe the first listening portion should be in the form of the dyadic listening we did where there is no writing and just listening. (maybe this was already the case but we didn't do it),Completely Satisfied,Great.,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,Moderately,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,Other:,Teaching Fellows,Completely Satisfied,Just keep on trucking.,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,Make more library copies available for HGSE students also please put meeting wise on the reserve list alongside Data Wise.,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,I honestly did not like the chairs. They swiveled by themselves and it was a little bit annoying.,No,,January - March,Yes,Gil Brandt,gil_brandt@gse.harvard.edu,"The best thing about Data Wise is how it empowers teachers to be responsible for finding the problems and solutions. "
2019-01-11 20:34:21,2019-01-11 20:52:55,IP Address,67.134.206.41,100,1113,True,2019-01-11 20:52:55,R_1pSRlMDtKeWpxZj,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,School Team,Completely Satisfied,"We got so much done with our building based team (woo hoo!) and regrouped with our entire district team to map out next steps and a timeline. 
","Nothing I can think of.
",,Moderately Satisfied,Moderately Satisfied,,,Completely Satisfied,Completely Satisfied,"Always good to scaffold new learning. This helped. ",,Moderately Satisfied,"Wow! Such a great group and I left with so much input on our problem/dilemma. 
It was also so interesting to hear what the problems/dilemmas are for other districts. ","Just to reiterate how good it would be to have a minute or two of silence to note take at the end of my turn. ",Completely Satisfied,,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,A Great Deal,10    (Extremely Likely),Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,,Completely satisfied,Moderately satisfied,Completely satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,,No,,July - September,No,,,
2019-01-11 20:35:01,2019-01-11 20:53:07,IP Address,67.134.206.43,100,1086,True,2019-01-11 20:53:07,R_2wueEYmBMfKUwIG,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Practitioner,System Team,Completely Satisfied,We revised our plan and continued with our rolling agenda.,"We needed time to catch up and adjust.  ","I don't think you could adjust the time by giving us more time.  We also had a meeting with our Design Team and that was very effective.  We further refined our thinking.  ",Completely Satisfied,Completely Satisfied,It was good to hear from the practitioners and see how they implemented a plan with what teachers would do and what students would by when and what they were aiming for.,,Completely Satisfied,Completely Satisfied,It was great to see the video and hear from teachers.,"The timeline and presentation of the data was a point of contention for many.  A grad student at my table/in my group could not see why there was need for celebration because of the data.  It was valuable to hear from the Teaching Fellows and the advice one fellow gave to celebrate teachers in different ways and formats were given.  This supported the idea of Data Wise being an improvement process, but again, clearer data would leave less room for confusion.  ",Completely Satisfied,This was a valuable experience to share perspectives with a district team.  It was also good to be exposed and practice the consultancy protocol.,"We would have like to be able to meet together earlier.  ",Completely Satisfied,hearing from those who already started the journey.,,Strongly Agree,Strongly Agree,Excellent,A Great Deal,A Great Deal,8,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,Other:,activities and chances to practice,Moderately Satisfied,Be sure to recruit and support districts that are diverse to be a part of Data Wise.,Completely satisfied,Completely satisfied,Moderately satisfied,Moderately satisfied,,Completely Satisfied,Completely Satisfied,Moderately Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,,No,,July - September,Yes,Medria Blue,medria.blue-ellis@new-haven.k12.ct.us,"At another time I could give a quote.  
Data Wise streamlines processes that many educators may be familiar with and provides hands on experiences with best practices that address equity and how educators use data.  Combining these two is essential to our charge to educate every child and to assure that the right to learn is realized in our classes. "
2019-01-11 20:34:52,2019-01-11 20:53:33,IP Address,65.112.8.139,100,1121,True,2019-01-11 20:53:34,R_1kGrkBJMU9iexYH,,,,,42.3769989013671875,-71.12560272216796875,anonymous,EN,Degree-Program Student,School Team,Completely Satisfied,We wrapped things up nicely.,N/A,N/A,Completely Satisfied,Completely Satisfied,"I appreciated the qualifying statement that teams actually develop Steps 6 and 7 in tandem with each other. ",N/A,Completely Satisfied,Completely Satisfied,I really appreciated both the artifacts and the video reflections from the Northaven Elementary team. They were very encouraging.,"I understand the need to develop an action plan that addresses the Problem of Practice. 

However, it seems critical to plan how the team will assess what they want students to know and be able to do differently BEFORE they plan the instruction to get them there. The ordering of Steps 6 and 7 are still problematic for me in light of this.",Completely Satisfied,"It was great to hear external, fresh perspectives on the dilemma we presented.","I think having the Consultancy on Wednesday would have been better timing. Steps 1, 2, and 3 were presented by then; the teams would have had useful feedback to apply to their respective projects during their work times on Thursday and Friday.

Getting the feedback on Friday afternoon was a little late to make as much use of it (especially for degree-program students).",Completely Satisfied,Good sharing of expertise.,N/A,Strongly Agree,Strongly Agree,Very Good,Quite A Bit,Quite A Bit,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Lectures from Faculty,Case Discussions,Working with your Project Team,Learning with Practitioners,,,Completely Satisfied,N/A,Completely satisfied,Completely satisfied,Completely satisfied,Completely satisfied,N/A,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,Completely Satisfied,N/A,No,N/A,January - March,Yes,Timothy Sippel,timothy_sippel@gse.harvard.edu,"Understanding data and being committed to continuous improvement are important. However, it is critical to actually mobilize and sustain the engagement of teams in this process. Data Wise is a compelling way of doing just that!"
