StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8_1,Q8_2,Q9,Q10,Q11_1,Q12,Q13,Q14_1,Q15,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22,Q23,Q24_1,Q25,Q26,Q27_1,Q27_2,Q28,Q29,Q31,Q32,Q33,Q34
2019-01-22 05:55:15,2019-01-23 05:58:28,IP Address,60.241.29.66,100,86593,True,2019-01-23 05:58:29,R_1Nbn08bAedmC4OM,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",I consider very important to revisit the norms.,,"Completely
Satisfied","Completely
Satisfied",The Question Formulation Technique,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Looking at student data and practicing,,"Completely
Satisfied",Very productive and very useful,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:46:51,2019-01-23 05:58:33,IP Address,202.45.119.143,100,701,True,2019-01-23 05:58:33,R_1QgyoVooDLX1mpY,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Completely
Satisfied","Good summary & reminder of Forming, Norming, Storming and Performing.
This is very familiar.",I'd still like to go back to the cooler air conditioning we had on Monday,"Moderately
Satisfied","Completely
Satisfied",The group/poster process does make us really process the content well.,I think it may have enhanced the quality of our priority  questions if we had been prompted or reminded  that from our brainstormed questions the priority question for the inquiry process would come. This would have put us in the right mindset to generate more useful questions in this context.,"Completely
Satisfied",Provided our school team with valuable insights that will enhance the quality of our Datawise implementation.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The group workshops effectively enabled us to deepen our understanding of how this might be facilitated in our school.,,,,,,"Completely
Satisfied","This was very useful enabling us to work out many practical aspects of our implementation plan.
The Force Field analysis is a very valuable tool.",,,,,,Strongly Agree,Strongly Agree,Appreciation and encouragement,
2019-01-23 05:53:37,2019-01-23 05:59:05,IP Address,202.45.119.143,100,328,True,2019-01-23 05:59:05,R_x92eZJnJTKVrN9T,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","David Rease humour! 
New knowlege about about Tuckmans was useful and presented in a useful way (concise)
Loved the Dyadic listening protocol ",nothing,"Completely
Satisfied","Completely
Satisfied",Question formulation protocol,Would of liked to continue to going through the Question formulation protocol to the next step to narrow our thinking and unpack our questions more,"Completely
Satisfied","'-development of the timeline of roll out
-getting our head around our ideas ","'-nothing ",,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",'-working with green team,'-a little less interactive than other sessions,,,,,"Completely
Satisfied",,,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:54:43,2019-01-23 05:59:24,IP Address,202.45.119.143,100,86680,True,2019-01-23 05:59:24,R_1roYcRHa1q5tMWw,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Working together to formulate questions about the data was empowering. Creating priority questions was positive and voting was powerful as everyone was involved and there was a process of elimination,,"Completely
Satisfied",good link from blue group time to team time and share new thoughts and learning,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Great to see real life student work samples!!!,,,,,,"Completely
Satisfied",this process gave us a clear direction on what to consider when we get back to school and work with our teachers,,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:52:16,2019-01-23 05:59:29,IP Address,202.45.119.143,100,86833,True,2019-01-23 05:59:29,R_2VaP1xc9BNFqLr0,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Very engaging presentation from David; learned and practised the Dyadic protocol.

David has charisma and is certainly an asset to the team - please don't sack him! :)
",,"Completely
Satisfied","Completely
Satisfied",Achieved clarity about question formulation technique - good to practise with the team and to hear others' questions. Fantastic presentation from Jorge - concise overall and humorous at time - also taught us about Chicago voting!,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Effervescent presentation - kept us all engaged; great opportunity to work with the entire blue team ",,"Completely
Satisfied",Working ot that we are all on the same page,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:53:20,2019-01-23 05:59:32,IP Address,60.241.29.66,100,372,True,2019-01-23 05:59:33,R_RP8K80bertQonCN,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Tuckman's stages of development highlighted the importance of Blue groups vs green groups and how valuable it is to work in both of these spaces,N/A,"Completely
Satisfied","Completely
Satisfied",This meeting form was brilliant for reinforcing the importance of the details of both the norms and working through the beginnings of the through line sheet. Also highlighted the importance and value in checklists,N/A,"Completely
Satisfied","Having the slides from Kathy and Jorge's session helped to organise our thinking around planning for this ",internet issues,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Great to have a real scenario to work through and to see along the way the decisions that the school made compared to ours with the blue group,N/A,,,,,"Moderately
Dissatisfied",Our facilitator was exceptionally helpful and very understanding that we were having to work  with pen an paper due to an hour of connectivity issues,connectivity issues which persisted for longer than any other time.,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:54:04,2019-01-23 05:59:44,IP Address,202.45.119.143,100,340,True,2019-01-23 05:59:44,R_2VPZCGlamLFhIkA,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied","Something seemed to 'click' in this session! Not sure whether it was the fantastic facilitation or the content, but I found it very useful and inspiring. Thanks!",I would've liked to have seen the feedback data from yesterday at the start to see if everyone had done the survey!,"Completely
Satisfied","Completely
Satisfied",Was much better organised in the theatre today.,N/A,,,,"Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The facilitation was great!,"I would have liked to have been with a school for this discussion, rather than with the system group.",,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,Strongly Agree,,Building assessment literacy further.
2019-01-23 05:48:08,2019-01-23 06:00:00,IP Address,60.241.29.66,100,712,True,2019-01-23 06:00:01,R_2zcZgEYjNGzSUXh,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Loved the role play listening activity,all good,"Completely
Satisfied","Completely
Satisfied",liked the use of the hot dots,Just found the english example a bit difficult not knowing the content as im an elective teacher,"Completely
Satisfied",norms being embedded now making the learning and collaboration easier.,all good,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",the instruction was good. The positive relationships developed help support my learning.,I again found the case study difficult for the writing task. Again i think this is because i have not taught english being an elective teacher,"Completely
Satisfied","collaboration, norms becoming more embedded.  ",all good thanks,,,,,Strongly Agree,Strongly Agree,"Continue to work with awesomely visible cohesion. Continue to present with enthusiasm. well done  ",
2019-01-23 05:56:04,2019-01-23 06:00:12,IP Address,202.45.119.143,100,248,True,2019-01-23 06:00:13,R_3Rw5upu5gw3YJb5,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",New faces,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Practical examples
Kept to time
","Michele did not display the Bastow Datawise Dance....this will forever go down as a sad moment that had potential for joy!
More support for the IT issues
Being able to see the X axis on the display screen","Completely
Satisfied",Self management of most of the time - this made it feel like we could get on with it.,,,,,,Strongly Agree,Somewhat Agree,Provide data literacy learning opportunities for all staff.,
2019-01-22 05:55:08,2019-01-23 06:00:48,IP Address,202.45.119.143,100,86739,True,2019-01-23 06:00:48,R_2xXgGWc067LoB5B,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied",the stuff around group dynamics (tuckman?) was a great take home,,"Completely
Satisfied","Completely
Satisfied",great protocol excersises to capture thoughts of staff etc.,,"Moderately
Satisfied",great to keep moving ahead,it was really busy and lots to do,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",was great to practice the process,not enough time to really engage with the data given,"Moderately
Satisfied",this was a good discussion for us to have,,,,,,Somewhat Agree,Strongly Agree,,
2019-01-22 05:52:02,2019-01-23 06:01:10,IP Address,202.45.119.143,100,86948,True,2019-01-23 06:01:11,R_yJ8VUDWgUInsuk1,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Completely
Satisfied","Good protocols, well used.","Nothing, although it can be challenging to do the poster work in the theatre room.","Completely
Satisfied","Completely
Satisfied",Sharing and discussing with other participants.  Good protocol for this purpose.  Forcing us to simply record all questions initially kept things moving.,Nothing,"Completely
Satisfied",Opportunity to look at our own data sets and reflect on what we had done so far.  Chance to talk about where we were at in the process with our TF.  Working on presentation for back at school.,We didn't realise that the presentation we were working on was going to be shared here before the end of the week.,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",Chance to finally work around a table with our group.  Opportunity to see and hear from other groups.  Working with real student work from a real school.,Needed to use microphone from the beginning of the session.  A.C. was very cold where we were sitting.  More time to look at more of the student work samples.,,,,,"Completely
Satisfied","Great team dynamics, everyone very focused on the work to be done.  Plenty of support from TF.  Most of the time to work in our teams, rather than lots of listening time.","The survey doesn't have a back button, so if we want to go back and change an answer on a previous page, this can't be done.",,,,,Somewhat Agree,Somewhat Agree,,
2019-01-23 05:58:34,2019-01-23 06:01:14,IP Address,60.241.29.66,100,160,True,2019-01-23 06:01:14,R_1CEC6d985UUwpvO,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,"Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,,,We didn't do this.,,Strongly Agree,Strongly Agree,,
2019-01-23 05:49:33,2019-01-23 06:01:33,IP Address,60.241.29.66,100,719,True,2019-01-23 06:01:34,R_A0DmeRTvGSID2aB,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,"Moderately
Satisfied",,,Elementary Case,"Moderately
Satisfied",,"Prompts/checklists to focus us on the aspects of priority questions and learner centre problems.
",would have liked some more data than the one test?? May not have been possible in the timeframe?,,,,,,,,"Completely
Satisfied","Completely
Satisfied","Appreciated the support of the TFs as the clarifying questions enabled a shift in our thinking.
Also really appreciated the adjustment to the schedule to allow us more time to work together.",,Strongly Agree,Strongly Agree,,
2019-01-23 05:54:16,2019-01-23 06:02:02,IP Address,202.45.119.143,100,466,True,2019-01-23 06:02:03,R_3O0sFqRuPkrcAXY,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","The question formulation technique to select a priority question. ",,,,,"Completely
Satisfied",Valued the norm check in and the additional time to discuss our green team work with more depth and rigour.,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","The presenters were engaging and valued voice of participants. ",,,,,"Completely
Satisfied","Completely
Satisfied",Appreciated the tram time.,,Strongly Agree,Strongly Agree,,
2019-01-22 05:51:06,2019-01-23 06:03:04,IP Address,60.241.29.66,100,87117,True,2019-01-23 06:03:04,R_3G8S2ecSxL9AUOR,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",The quality of the prompt enabled the protocol to be very powerful.,,"Completely
Satisfied","Completely
Satisfied",Collaboration with my team.,,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The time spent discussing the data as a whole group and having the time to practice the norms as it was the first time that we had worked around a table in this way.,The room felt very small and loud.,,,,,"Completely
Satisfied","The group participation in the discussion and the ability for us to practice the ACE habits of mind. We felt less rushed, or in reflection, we are already becoming better at sticking to the norms which allowed the session to run smoothly and efficiently.",Technology issues meant that during the time this was being resolved members of the team were not very present in the discussion. The connectivity issues are a little frazzling when on a tight time frame.,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:57:49,2019-01-23 06:03:12,IP Address,202.45.119.143,100,323,True,2019-01-23 06:03:13,R_xaXy47Afr8tQjaV,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",I really liked that people in the room were called upon to make comment.,I'm not sure but it seemed like those of us with challenging first names were not called upon as much??,"Completely
Satisfied","Completely
Satisfied",Hot dots protocol and listening without clarifying etc. This was another opportunity for all voices to be heard.,,"Completely
Satisfied","Hard work but loving it. I have moments of challenge, but am finding the work rewarding.",,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",I am really enjoyed working with my blue team group. It is lovely to develop a relationship with new people and start to hear their thoughts and interpretations.,"We missed a few of the instructions, so it could have been helpful for the TF's to check in with us.
Michelle did not teach us the data wise dance!","Completely
Satisfied",Powerful work in my team.,,,,,,Strongly Agree,Strongly Agree,"As a small school, it is frustrating that they do not always understand how the average does not remain stable. I would love them to have a broader view of data and challenges in differing contexts around using data wisely.",
2019-01-22 05:52:02,2019-01-23 06:03:19,IP Address,202.45.119.143,100,87077,True,2019-01-23 06:03:19,R_1kRhxGJz4azyp77,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Good energy at the start of a sleepy day! Good demonstration of the listening protocol. ",,"Completely
Satisfied","Completely
Satisfied",Good to experience the protocol in a realistic way with real data from a real school.,Time to go around and see what was written on the Large paper from other groups.,"Completely
Satisfied",working well with my team and thinking about our particular setting.,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Working with the whole role-alike team for the first time and seeing how everyone followed the norms so well already.,,,,,,"Completely
Satisfied",It felt more relaxed as we had time to consolidate earlier work and didn't rush through new tasks.,"Technical issues annoying, although solved efficiently by technical expert who came to assist.",,,,,Strongly Agree,Strongly Agree,,
2019-01-23 06:00:13,2019-01-23 06:03:25,IP Address,202.45.119.143,100,192,True,2019-01-23 06:03:25,R_s5VFkyBk26y37TH,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Moderately
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,"Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Neutral,Neutral,,,Somewhat Agree,Somewhat Agree,,
2019-01-23 05:50:31,2019-01-23 06:03:47,IP Address,202.45.119.143,100,796,True,2019-01-23 06:03:48,R_V1Es72z2lYWdwop,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Engaging presentation.
Good modeling of how to run the Dyadic Listening activity.",,"Completely
Satisfied","Completely
Satisfied","Good opportunity to see another schools data and journey, how they presented the data to staff.
It is good to feel like a participant, to experience what it may feel like to be presented with the data.",,"Completely
Satisfied",Felt comfortable at the end of the meeting about where we are as a team and what our next steps will be.,"More time built into the program or meetings to actually do some of the work.
Lots of discussion and clarity has occurred but not enough time to actually complete the work following the meetings.
With two meetings in one day, it would be good to have some time to actually complete some of the work that is part of the next step.",,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","The opportunity to work through step 4 with colleagues from different backgrounds.
It also highlighted the importance of knowing and understanding the data that will be used to generate the learner-centered problem.
It is great having more practice at using the noticings and wonderings protocol",I think the survey data inhibited some members of the team in being able to drill down to the learner-centered problem.  It could have been better to have time to look at two of the four pieces of writing each and then move to the boards for noticing and wondering.,"Completely
Satisfied",Clarity was achieved about our next steps.,"In completing the charts we realised that we were getting too excited and wanting to run the data overview meeting at the first leadership meeting, but have now decided to run a meeting that introduces the norms and the elements of an effective meeting.

It would be good to have a model to use to plan how to actually take the DWIP to school.  What needs to happen first and when.",,,,,Somewhat Agree,Somewhat Agree,,
2019-01-23 05:58:55,2019-01-23 06:03:48,IP Address,202.45.119.143,100,293,True,2019-01-23 06:03:49,R_2EsYaP72pJO6iVG,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","Good team work ",,"Completely
Satisfied",A strong re-focus,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Working with a new team in a new context.,,,,,,"Completely
Satisfied",Using our time and having comprehensive discussions. Nutted out some good outcomes and Parked some issues to be resolved later,,,,,,Strongly Agree,Strongly Agree,provide lots of opportunities for school to demonstrate how they apply the DW process as we put it in place in our schools.,
2019-01-23 05:53:28,2019-01-23 06:03:57,IP Address,202.45.119.143,100,629,True,2019-01-23 06:03:57,R_2sbucyjxs3BHOZ0,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied","The practical opportunity to engage with colleagues and trial what David and Penny shared. 
Penny, your sharing of joy brought goosebumps.  ",,"Completely
Satisfied","Completely
Satisfied","The collaborative work we engaged in was really supportive of us gaining insights regarding the importance of tightly protocolling the process ",,,,,"Completely
Satisfied",Powerful reflection for our team,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",My head hurt after this session - we worked so hard,"More data to support our work ",,,,"Completely
Satisfied","Completely
Satisfied",Thank you for your flexibility around this session David and Penny!  Your additional close support of our team was appreciated.,,Strongly Agree,Strongly Agree,,"Model processes, work on clarity of data presentation, collaborative protocols"
2019-01-22 05:52:43,2019-01-23 06:04:12,IP Address,202.45.119.143,100,87089,True,2019-01-23 06:04:13,R_3ISo0SwNMGMgI25,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","There was a mix of engagement which was great. Discussion, visuals, presentations.  great energy and humour from David which created good energy in the room.
Role play was excellent for effective listening.  will certainly use this.  Good to be able to practice listening skills.",Nil,"Completely
Satisfied","Completely
Satisfied",All elements - important to hear the key elements to this work and have time to apply with colleagues.,,"Completely
Satisfied",I've noted how our conversations and observations have sharpened.  this has resulted in improved quality of our work and consideration.  We had an opportunity to clarify some misunderstandings with out TFs,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",'- highly energised and entertaining session with very useful content and opportunity to put understandings in action.,'- important for leaders to check for understanding of instructions.  Our group had not fully understood one of the tasks,"Completely
Satisfied","'- we all adhered to the norms
- collaborated effectively and completed tasks
- excellent conversations to support actions in school",Nil -  other than time limits,,,,,Strongly Agree,Strongly Agree,,
2019-01-22 05:53:09,2019-01-23 06:04:26,IP Address,60.241.29.66,100,87076,True,2019-01-23 06:04:26,R_1ePFyafEe5nx0gz,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied",,"I dont like the 'cold' call introduced this session ","Completely
Satisfied","Completely
Satisfied",working with a group on the focus question was tricky getting consensus but valuable learning that came from it - things are starting to fall into place for me,I dont like the 'cold call' introduced in this session,"Completely
Satisfied",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",finally sitting in a circle with my whole group was awesome - our group was dynamic and we worked so well together,no changes - I got so much from my peers to think about,,,,,"Completely
Satisfied",it was an interesting process for looking at the positives happening in our school,,,,,,Neutral,Neutral,,
2019-01-23 05:50:38,2019-01-23 06:04:37,IP Address,60.241.29.66,100,838,True,2019-01-23 06:04:37,R_24q7VnNetO5Q7lf,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","perfect timing - after a frustrating day Tuesday - the norming, storming etc came at a perfect time.
I left this session energised and happy with the direction our team had agreed on.",,"Completely
Satisfied","Completely
Satisfied",The Windemere examples - blank data was great to start with - and hot dots / Question Formulation Technique.,Nothing - loved it - more time.,"Completely
Satisfied","We worked really hard, used the resources provided to develop some resources for ourselves.",,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Valuable discussion
Useful strategies to take straight back to school",,"Completely
Satisfied",Great session - a little bit of required task and a little bit of free time,,,,,,Strongly Agree,Strongly Agree,Get off the review/priority review hamster wheel and look at a variety of data,
2019-01-23 05:42:39,2019-01-23 06:05:03,IP Address,202.45.119.143,100,1344,True,2019-01-23 06:05:03,R_21tfZTVKkokRNAm,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",Providing key succinct information that was relevant and timely delivery to take our learning to the next step,,"Completely
Satisfied","Completely
Satisfied",Effective modelling of the protocol,,,,,"Completely
Satisfied",Reflecting on where we have been and how we have progressed in our practice,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The facilitation was clear about the task which was valuable given the task was challenging,It was fast paced but we got there.  A little more working time could have allowed more time to process learning,,,,"Completely
Satisfied","Completely
Satisfied",Responsive facilitation to provide more team time to work together is valued,,Somewhat Agree,Strongly Agree,,Use the protocols repeatedly to build capability to do this work.  Trial process with one school to build my own capability to work effectively and to lead others informed by experience.
2019-01-22 05:50:35,2019-01-23 06:06:27,IP Address,60.241.29.66,100,87352,True,2019-01-23 06:06:28,R_3D7Kry9Z3ObP37H,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","The model for the listening dyad protocol was excellent. The prompt we were given was relevant for everyone and helped build a connection with colleagues
I liked having time to think myself before going straight into sharing with someone",,"Completely
Satisfied","Moderately
Satisfied",The Question Formulation Technique and the Nominal Group Technique protocols were excellent. They are great examples I can take straight back to my context.,My group was still confused about what a priority question should sound like. Maybe it would have been good to have kept the 'tree' slide with examples from the BINcA case study up on display along with the criteria for us to see during the Question Formulation brainstorm to help guide us.,"Completely
Satisfied","Very practical, the slides are set up really well and make it easy to work efficiently",Technology working!,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Great to work with authentic student work samples. Good pacing. I like the chance to prepare thoughts individually before sharing with a group. Really good sharing of collective ideas with the whole group
","The table grouping were really squishy for a group of 8 people. ",,,,,"Completely
Satisfied","Continued opportunity to practice the norms with our group. We are seeing huge improvement in keeping to timeframes and adhering to norms. 

It's so good to have the chance every day to apply our learning to our own context",,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:57:43,2019-01-23 06:06:34,IP Address,60.241.29.66,100,531,True,2019-01-23 06:06:35,R_3g0gDB504VDTuVr,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,System Team,"Moderately
Satisfied","Completely
Satisfied",Personable and engaging presentation,,"Completely
Satisfied","Moderately
Satisfied","Good to be hands on using a real data set.
Working collaboratively and having time to discuss.
Review and feedback from participants to round out the session.",Unsure if our brainstorm questions followed the protocol - many questions reflected on looking at more data rather than being a student learning priority question.  This limited the hot dots activity and some participants felt a bit frustrated.,,,,,Thanks for giving us some additional time for our plan!,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Presentation was engaging with clear instructions.  A good vibe in the room.  Learning made fun.,Maybe more time to notice / wonder about the work samples as they were quite lengthy.,,,,,,Thanks for giving additional time!,,Strongly Agree,Strongly Agree,,"Notice / wonder as a common way of working, also to 'notice' the format."
2019-01-22 05:52:08,2019-01-23 06:07:00,IP Address,202.45.119.143,100,87292,True,2019-01-23 06:07:01,R_vl8bBfabnRBnDHz,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Being asked to reflect on the norms and choose one that we would like to work on for the day was good. ",,"Completely
Satisfied","Completely
Satisfied","I liked how Kathy said at one point that, ""some wonderings can be poorly disguised as conclusions!"" This is true! 

Moving around the room is a wonderful strategy to keep participants engaged and interactive. ",,"Completely
Satisfied","I love the sticky note activities and the safety that I feel working with different groups during this time. ",,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","It was difficult to come up with a LCP relating to the data sets. This was not easy to articulate. However, the session was well run and collaborative.",,,,,,"Completely
Satisfied","The rolling agenda is working really well and team members are supportive and really getting it! 

This session was a bit more relaxed and I felt that we followed our norms exceptionally well and it was productive. 

TF's were helpful, attentive, organised. 

Computer issues were quickly resolved by IT staff. Thank you! ","It was a long time to sit. Perhaps there could be reminders to stand up every now and then for a stretch and walk around. ",,,,,Somewhat Agree,Strongly Agree,,
2019-01-23 06:05:54,2019-01-23 06:07:16,IP Address,202.45.119.143,100,81,True,2019-01-23 06:07:17,R_Oxo2BpZysMkfqlr,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,"Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly Agree,Strongly Agree,,
2019-01-22 05:56:58,2019-01-23 06:08:17,IP Address,202.45.119.143,100,87078,True,2019-01-23 06:08:17,R_2CHQ3aSuk9qiwOH,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",enthusiasm and positive discuss attached to useful information,,"Completely
Satisfied","Completely
Satisfied",Really valued transparent facilitation in regards to the data sources and stating that more data sources would enable forming a priority question,"Just for this survey:we didn't look at BINcA HS.
","Moderately
Satisfied","Good format and well structured with supportive TF ",I would like to do this again with different data sources than those that we have prepared,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Working in round tables with blue groups,,,,,,"Completely
Satisfied",we made some decisions with support of agenda and force field with action steps,,,,,,Somewhat Agree,Somewhat Agree,,
2019-01-22 05:55:29,2019-01-23 06:08:56,IP Address,60.241.29.66,100,87207,True,2019-01-23 06:08:56,R_UouSxsztnQX2H5v,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","model of listening
practicing active listening
context around Tuckman's norming and storming and that this is ""normal""
humour and energy of presenters
choosing a protocol",honestly I havent got a delta! (apart from its hard to be here by 8am),"Completely
Satisfied","Completely
Satisfied","model of how a data overview meeting works well
so good to develop the priority question individually then share within the group and use the voting protocol - looking at the other groups charts were very valuable ",hard to work in the room but its OK,"Completely
Satisfied",we are working more and more productively,"hard to facilitate with technical issues, and whilst appreciated the call out to IT it meant I wasnt being here now",,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","another great opportunity to practice looking at data, this time student work, and to write a learner centred problem
high knowledge in whole group as evidenced by 100% correct responses and quality of learner centred problems","maybe a jigsaw that allowed us to go into more depth with others who had read the same essay
timing felt rushed on this, generally you get it right but this session didnt allow for enough depth 
","Completely
Satisfied",we got lots further in clarifying our next steps,,,,,,Strongly Agree,Strongly Agree,,
2019-01-23 05:54:23,2019-01-23 06:09:13,IP Address,202.45.119.143,100,890,True,2019-01-23 06:09:14,R_AujEWFJfoXvyWPv,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",The explicit modelling and then time to practice dyadic listening.,nothing - repeat it!,"Completely
Satisfied","Completely
Satisfied","Hands on, length of time to generate questions.
Jorge and Kathy seems very familiar with NAPLAN - nice to see.",nothing,"Completely
Satisfied",focusing on norms,nothing,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",using class data,more discussion about appropriate student centered problem,,,,,"Completely
Satisfied",forcefield analysis,team started inserting extra parts of what they need to do.,,,,,Somewhat Agree,Somewhat Agree,n/a,
