StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_2,Q22,Q23,Q24_1,Q24_2,Q25,Q26,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29,Q30
2019-01-22 05:54:24,2019-01-22 06:01:09,IP Address,202.45.119.143,100,405,True,2019-01-22 06:01:09,R_3E9XN71v2PdxijP,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",great opportunity to reflect,,I did not watch the video,"Completely
Satisfied","Completely
Satisfied",,It was a bit clunky and unfortunate that slides didn't match as well as the homework being different for the different groups.,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",The opportunity to put in practice and share ideas with others and to seek different perspectives. It was then interesting to see how others represented the same information and data.,,,,,,"Completely
Satisfied","Completely
Satisfied",A brilliant opportunity to bring it altogether and reflect on the day's learning and how we will build it into our own practice.,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:59:20,2019-01-22 06:01:13,IP Address,202.45.119.143,100,112,True,2019-01-22 06:01:13,R_1hWhmeEH6KZdF9s,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",looking through data in different school teams blue grp,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",found data to review,,"Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:58:07,2019-01-22 06:01:23,IP Address,60.241.29.66,100,196,True,2019-01-22 06:01:23,R_bQP1Tlscg4CmIPD,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Our Facillitator Erin came around and helped clarify our understanding of the objectives.,,,,,,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:55:23,2019-01-22 06:01:34,IP Address,60.241.29.66,100,371,True,2019-01-22 06:01:35,R_2rGeg1q4M1PmIlt,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Moderately
Satisfied","Moderately
Satisfied",Movement break to re-focus.,"Nil. ",I found the video to be very helpful,"Moderately
Satisfied","Moderately
Satisfied","Good way to learn rather than sitting.  ",Nil,"Moderately
Satisfied","Lots of useful information that will assist when back to school. ","Nil. ",,,,,"Completely
Satisfied","Completely
Satisfied","Collaborated with others, giving feedback. ","Nil. ","Completely
Satisfied","Completely
Satisfied","Team worked collaboratively, displayed data wise norms. ","Nil. ",,,,,Very Well,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:57:25,2019-01-22 06:01:51,IP Address,202.45.119.143,100,265,True,2019-01-22 06:01:51,R_zdslQUzxTveTJ0B,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Moderately
Satisfied","Moderately
Satisfied",,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Having a great group,,,,,,"Completely
Satisfied","Completely
Satisfied",,"Somewhat unsure about how the Prince George County example applies directly to what we are trying to do. At the moment things appear a little grey, but I am open to things becoming clearer as the week continues.",Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Agree,Somewhat Agree
2019-01-22 05:56:00,2019-01-22 06:01:55,IP Address,60.241.29.66,100,355,True,2019-01-22 06:01:56,R_1DYfJY1spgRcAUR,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied","Really helpful to understand the differences between the challenges and then link this to a context. ","Would love to hear from a high school in Victoria. ",I did not find the video to be helpful,"Completely
Satisfied","Completely
Satisfied","The practical work in this session was very helpful.
These activities can be directly applied into a school context. ","Doing another example. ","Completely
Satisfied","The use of the scavenger hunt protocol was very helpful. ","More time to consider using this in our own context. ",,,,,"Completely
Satisfied","Completely
Satisfied","It was interesting to see how different pieces of data supports different stories.
I felt more comfortable about being able to share these stories and not hiding pieces of information. ","Giving more examples of how this works in a school. ","Completely
Satisfied","Moderately
Satisfied","Getting stuck into our context. ","Some moments of being overwhelmed - maybe 1 x more checkpoint during the session. ",,,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:57:37,2019-01-22 06:02:07,IP Address,60.241.29.66,100,270,True,2019-01-22 06:02:08,R_6SAUfclvaHM4grn,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",movement and pacing,,I did not find the video to be helpful,"Moderately
Satisfied","Completely
Satisfied",Great instructors,Needed more time to process the new information,"Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied","Collaboration and discussion ",,"Completely
Satisfied","Completely
Satisfied",,,,,,,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Somewhat Agree,Strongly Agree
2019-01-22 05:56:15,2019-01-22 06:02:10,IP Address,60.241.29.66,100,354,True,2019-01-22 06:02:10,R_w1yoJk4svjeqsal,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,I did not watch the video,"Completely
Satisfied","Completely
Satisfied",Practical tasks,We did not stick to protocols in this session and needed to be reminded to stick to them with scenario 2.,"Completely
Satisfied",This was very good and started our analysis thoughts quite well.,,,,,,"Completely
Satisfied","Completely
Satisfied",This made me rethink what we were going to do as a team and which data to look at further.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:57:26,2019-01-22 06:02:22,IP Address,202.45.119.143,100,295,True,2019-01-22 06:02:22,R_daNa2l857XX2k2l,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,"We weren't informed about the homework 
",I did not watch the video,"Completely
Satisfied","Moderately
Satisfied",,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Not Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:56:26,2019-01-22 06:02:27,IP Address,202.45.119.143,100,361,True,2019-01-22 06:02:28,R_1LgrkHBABEnWp8J,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Clarity about building assessment literacy; concise presentation,,"Completely
Satisfied",Use and discuss assessment practices,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Understanding how data speaks differently to other people; understanding that data can be contradictory; thinking about how to get people on board to create a story,,,,,,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:58:44,2019-01-22 06:02:48,IP Address,60.241.29.66,100,244,True,2019-01-22 06:02:49,R_8uc0mLCTMzZdxXb,,,,,-37.8000030517578125,145.283294677734375,anonymous,EN,Participant,School Team,"Completely
Satisfied","Completely
Satisfied",Great to hear from other schools,"Did not need the homework, we could have covered this in the morning ",I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied","using a shared language ",,"Completely
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied","discussing with colleagues ",It was challenging to identify one story as there was so much data to decipher,"Completely
Satisfied","Completely
Satisfied",,,,,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly Agree,Strongly Agree
2019-01-22 05:58:14,2019-01-22 06:02:54,IP Address,202.45.119.143,100,280,True,2019-01-22 06:02:55,R_3fmo9FBuoCRlOYF,,,,,-37.813995361328125,144.963287353515625,anonymous,EN,Participant,System Team,"Completely
Satisfied","Completely
Satisfied",,,I did not watch the video,"Moderately
Satisfied","Moderately
Dissatisfied",good to get a less dry focus on data- greta to get different perspective form other ppl,tech errors. system teams didnt know about the homework,,,,"Moderately
Satisfied","Moderately
Satisfied",,"i would loved to have heard the ideas for others in the room ","Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat Agree,Somewhat Agree
