StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5_1,Q5_2,Q6,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12_1,Q12_2,Q13,Q14,Q15_1,Q15_2,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21_1,Q21_3,Q22,Q23,Q24_1,Q24_3,Q25,Q26,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32,Q33
6/19/18 16:53,6/19/18 17:00,IP Address,65.112.10.130,100,376,TRUE,6/19/18 17:00,R_3fPJSVs1E7jPLOH,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Moderately
Satisfied",,The seating arrangement was challenging as it was difficult to see the powerpoint from the seat that I was given.,I found the video to be very helpful,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","Our teaching fellow, only when necessary, did a good job of supporting us in how to grapple with the various data sources that we had.",,,,,,"Moderately
Satisfied","Completely
Satisfied",It was nice to work with a different group of people in order to prepare the data overview chart.,,"Completely
Satisfied","Completely
Satisfied",There was great collaboration between my team member. We did a good job of following our target norms and were able to make significant progress with our data overview.,,,,,,No,,,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly agree,Somewhat agree
6/19/18 16:58,6/19/18 17:00,IP Address,67.134.206.41,100,122,TRUE,6/19/18 17:00,R_3dK742ClG7KIs7m,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",,,I did not watch the video,"Completely
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,No,,,Very Well,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:54,6/19/18 17:00,IP Address,67.134.204.40,100,344,TRUE,6/19/18 17:00,R_ZJgubybfmmUC5YR,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",I enjoyed the discussion on adaptive and technical challenges,I would like to see a concrete model of how a school addressed those adaptive and technical challenges,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",I enjoyed the hands on approach of applying responsible assessment literacy practices with the 6th grade example,,"Completely
Satisfied","Completely
Satisfied",I appreciate the time we spend together actually doing the work that will help change our school for the better,,,,,,"Completely
Satisfied","Completely
Satisfied",I enjoyed getting to tell the story created by data with my table mates,"Get us up and moving after lunch. What the instructors had to say was so important, but I was very sleepy.","Completely
Satisfied","Completely
Satisfied",Getting to dig into the data with my team,,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Strongly agree
6/19/18 16:54,6/19/18 17:00,IP Address,67.134.206.44,100,359,TRUE,6/19/18 17:00,R_3hGzfNC9GSVaOJS,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",,,I found the video to be somewhat helpful,"Moderately
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:54,6/19/18 17:00,IP Address,65.112.8.131,100,325,TRUE,6/19/18 17:00,R_6yULWI7LGKQkN7b,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,"Moderately
Satisfied","Moderately
Satisfied",Overview very important to reactivate thinking after a long Monday.,I noticed in my table group differing understandings of equity still linger among the Practitioners.,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",Dynamic and thought-provoking. Also allowed for group time.,The debrief could have been longer and could have included a pair-share before full group.,"Completely
Satisfied","Completely
Satisfied",Team very invested in the work.,The team has school members who also did Data Wise and seem disconnected from this work that was done in January.,,,,,"Completely
Satisfied","Completely
Satisfied",Had people doing the work of building a chart,The storytelling piece is the most important piece. I would have liked that to be more intentionally surfaced in the activity and feedback.,"Moderately
Satisfied","Moderately
Satisfied",My team got to a draft chart by the end of the session.,"They struggled with the storytelling aspect of the data overview. They struggled to decide which story to tell and spent more time on this than on drafting a chart. While I think that's a great thing, it required a modification of the agenda and objectives.",,,,,No,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat disagree,Somewhat disagree
6/19/18 16:59,6/19/18 17:00,IP Address,67.134.206.40,100,87,TRUE,6/19/18 17:00,R_3O1adxfbSA8gwXy,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,Neutral,Neutral,,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,,,,,No,,,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:50,6/19/18 17:00,IP Address,67.134.206.44,100,601,TRUE,6/19/18 17:00,R_1mCAIBaE914cuyA,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,"Completely
Satisfied","Completely
Satisfied",The visual of adaptive and technical challenge,L,I found the video to be somewhat helpful,"Moderately
Satisfied","Completely
Satisfied",Asking questions to surface nuanced thinking. Using the poll.,Little more time for small group conversations. Maybe add a minute to each time.,"Moderately
Satisfied","Moderately
Satisfied",Team had an opportunity to reflect on their learning from large group session.,"Lots of tasks came up made for the future (months from now). Consider putting a task table with ""person responsible"" and ""timeline"" instead of just text. Sometimes the text gets lost when something has to happen months from now.",,,,,"Moderately
Satisfied","Completely
Satisfied",Great video. Lots of good examples of data displays.,,"Completely
Satisfied","Completely
Satisfied",The protocols helped illicit thinking about how assessments are used in general at the school. Lots of context specific work to think about.,Practitioners have electronic graphing pads. Consider being explicit in instructions of multiple ways to demonstrate learning (not just chart paper).,,,,,No,,,Somewhat,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Somewhat agree,Neutral
6/19/18 16:55,6/19/18 17:01,IP Address,67.134.206.45,100,350,TRUE,6/19/18 17:01,R_DOFLiNRVV6wA9i1,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",introducing the concept of adaptive v. technical change,,I did not find the video to be helpful,"Completely
Satisfied","Completely
Satisfied","concepts introduced - the cheat sheet was helpful - the ""revisions"" posters were interesting and regrouping with team",need a timer displayed on the screen because either we are cutting it short or it's hard to get a sense of how much time we have left.,"Completely
Satisfied",Neutral,today was better than yesterday,"there has got to be a more explicit heads up to the team about bringing a sample assessment to look at. 
we would dive into the data too quickly (going further up the swoosh) and could use reminder/clarification from TF about which step we are on",,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,No,,,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Not Very Well,Somewhat agree,Somewhat agree
6/19/18 16:50,6/19/18 17:01,IP Address,65.112.8.134,100,631,TRUE,6/19/18 17:01,R_TosPEHPj2Pq9RHH,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,"Completely
Satisfied","Completely
Satisfied",Providing clarification and new thinking based on the feedback received. Allows for Practitioners to feel heard.,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",hAving two people who are very knowledgeable of the topic present in a very lively and interactive manner.,,"Completely
Satisfied","Completely
Satisfied",Having the time for the team to engage in this type of discussion.,"The team experienced lots of frustration during the session. As a teaching fellow, it would have been helpful to have had a discussion prior to the session about what might be some of the feelings our teams experience during this session and how can we help them engage and see this as a productive struggle?",,,,,"Completely
Satisfied","Completely
Satisfied",Using a real school and its data.,"In discussing how to share a data story, it is important to also engage in discussion about what we know about newcomers and English language learners. This data perhaps cannot be represented in a chart, but have the teams consider how they might share this knowledge about EL's and Newcomers to help create a more holistic story about the student data.","Completely
Satisfied","Completely
Satisfied",Our team created a draft chart and also a chart on the wonderings they were having that will help them in presenting their information/data story to their staff to avoid having them go up the ladder when they see the information.,Provide an additional 15 minutes of discussion...we had to adjust our agenda to provide more discussion time.,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:54,6/19/18 17:01,IP Address,67.134.206.39,100,384,TRUE,6/19/18 17:01,R_1M3tZr2UGqiR03Q,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Hands-on activities
Time on Task
Following Data Norms
",NA,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied","Hands-on activities
Time on Task
Following Data Norms",NA,"Completely
Satisfied","Completely
Satisfied","Hands-on activities
Time on Task
Following Data Norms",NA,,,,,"Completely
Satisfied","Completely
Satisfied","Hands-on activities
Time on Task
Following Data Norms",NA,"Completely
Satisfied","Completely
Satisfied","Hands-on activities
Time on Task
Following Data Norms",NA,,,,,Yes,How to articulate what I see,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:55,6/19/18 17:01,IP Address,67.134.206.44,100,381,TRUE,6/19/18 17:01,R_yCmL1ZGkZ6XYLOV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied","Gaining a better understanding of validity, reliability, measurement error and etc.",,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Using the assessment scavenger hunt.,,,,,,"Completely
Satisfied","Completely
Satisfied",The group work around telling the story through data.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,,Very Well,Somewhat,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Strongly agree
6/19/18 16:55,6/19/18 17:01,IP Address,67.134.206.41,100,336,TRUE,6/19/18 17:01,R_2X0WiBWcl3P7i5e,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Loved the video.,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Not Sure,,,Somewhat,Somewhat,Not Very Well,Somewhat,Not Very Well,Not Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat disagree,Strongly disagree
6/19/18 16:59,6/19/18 17:01,IP Address,67.134.206.47,100,134,TRUE,6/19/18 17:01,R_1NEPrAJ0zX7Rf5J,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,Add in Stephanie Evergreen-type data visualization principles,,,,,"Completely
Satisfied","Completely
Satisfied",,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:59,6/19/18 17:01,IP Address,67.134.206.46,100,150,TRUE,6/19/18 17:01,R_2DMmCd2ihrYoBHr,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Very relevant information! So many great ways that I can talk to my own staff about data and how to responsibly use it.,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:49,6/19/18 17:02,IP Address,67.134.206.43,100,770,TRUE,6/19/18 17:02,R_3qsUsnG2vMeNnAM,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",Everyone's shared information.,Nothing,I did not find the video to be helpful,"Moderately
Satisfied","Moderately
Satisfied",The reading of data a observing what stood out.,Nothing,"Moderately
Satisfied","Moderately
Satisfied",Listening to what other believed to be important.,nothing,,,,,"Moderately
Satisfied","Moderately
Satisfied",They brought a wealth of information about the data process.,nothing,"Moderately
Satisfied","Moderately
Satisfied",The ability to complete my own data over which will help me to better understand how to read data.,Nothing,,,,,Yes,For the team to narrow down and be very specific to our goal.,,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat agree,Strongly agree
6/19/18 16:58,6/19/18 17:02,IP Address,67.134.206.38,100,235,TRUE,6/19/18 17:02,R_22yNlo06oGxOmEJ,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,"Moderately
Satisfied","Moderately
Satisfied",,,I did not find the video to be helpful,"Moderately
Satisfied","Moderately
Satisfied",the activity with our table mates,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Not Sure,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:54,6/19/18 17:02,IP Address,65.112.8.131,100,509,TRUE,6/19/18 17:02,R_3M3YQP7ysPHxZN0,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,"Completely
Satisfied","Completely
Satisfied",This session was a great overview of process and tied yesterday to the work moving forward very well.,N/A,I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied",This topic is of vital importance. The examples were very well done.,It felt a bit rushed even with the video given as pre-work. I wonder if a few more take-home resources might help Practitioners with data literacy.,,,,,"Completely
Satisfied","Completely
Satisfied",This was a great overview of the process that PGCPS underwent. The three presenters bounced off of each other very well.,I thought going through the entire Throughline was a bit confusing for new Practitioners who had not yet engaged in steps 3-8 at the time of the presentation.,"Completely
Satisfied","Completely
Satisfied",This session was clear and concise.,It would have been helpful for all teams to get concrete feedback from a teaching team member in addition to noticings from fellow Practitioners.,,,,,"Moderately
Satisfied","Moderately
Satisfied",The discussion was rich and progress was made.,"There was some ambiguity about when we were talking about individual schools and when we were talking about the ""system"" as a whole.",No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Strongly agree,Strongly agree
6/19/18 16:56,6/19/18 17:02,IP Address,67.134.206.45,100,384,TRUE,6/19/18 17:02,R_3fuuqFu6OoSscDB,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",We were able to have discussion in our small groups about what we understood and any connections made.,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",I liked the visuals and explanations of the triangular data.,,"Completely
Satisfied","Completely
Satisfied",It worked well to be able to collaborate together on our goal for our school.,We would like more group time together with our school team.,,,,,Neutral,Neutral,Understanding that charts tell a story.,,"Completely
Satisfied","Completely
Satisfied",We were able to create data charts to bring back to our school and write out data story.,,,,,,Not Sure,,To have a better understanding of the process we need to bring back to our school.,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:52,6/19/18 17:03,IP Address,67.134.206.47,100,637,TRUE,6/19/18 17:03,R_33eDIDsyMTsMPBp,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",There was a clear understanding provided when discussing the differences between adaptive and technical challenges. These differences were very important when understanding the work that needs to be done at my school.,Examples of technical verse adaptive in more scenarios,I did not find the video to be helpful,"Completely
Satisfied","Completely
Satisfied","Getting a clear understanding of the importance of the principles, which were provided in the video we watched for homework. Often times we forget to ensure that those practices are evident or even thought of when creating assessments and even analyzing data.",,"Completely
Satisfied","Completely
Satisfied",Discussing the different scenarios gave me an opportunity to actually put the literacy practices into place when looking at data. It made me aware of the relevance of building assessment literacy.,,,,,,"Completely
Satisfied","Completely
Satisfied",Finding the focus area and finding a story gave me a guideline for how to find those same items for our work that we have to do!,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,The skills I use to help make the process of implementing Data Wise at my school successful and even on the right track.,Very Well,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:52,6/19/18 17:03,IP Address,67.134.206.39,100,638,TRUE,6/19/18 17:03,R_3irsTFMvEYWYxRN,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Glad that we reviewed the plus/deltas from the previous day.,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied","True discussions about school improvement were allowed and welcomed.

Dia's input and gentle ""push"" was perfect.",,,,,,"Completely
Satisfied","Completely
Satisfied","Candice Bocala has a great presentation presence. She is articulate, clear, and has a captivating presence.",There was a microphone buzz that was quite distracting.,"Completely
Satisfied","Completely
Satisfied","Group discussions, learning together, and time to do this while having Dia present!",More green team time!,,,,,Not Sure,,To have additional support as the admin team roles out Data Wise in our school!,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:53,6/19/18 17:03,IP Address,67.134.206.33,100,637,TRUE,6/19/18 17:03,R_27jmN4nYAcJ67uu,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Not Sure,,Not sure.,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Somewhat,Somewhat,Somewhat agree,Somewhat agree
6/19/18 16:30,6/19/18 17:03,IP Address,67.134.206.33,100,1971,TRUE,6/19/18 17:03,R_3GqrsQNWRyHvaIL,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",I enjoyed learning the difference between adaptive and technical challenges.,"I would have enjoyed having the opportunity to examine differences between adaptive/ technical problems in my school.

When people are not miced/ mic is not on, I would appreciate if the facilitator asked the person to start their share over. I missed a lot over the course of the day due to my position in the far corner of the room and people not repeating their share when they were not miced.
",I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",I liked the visual of shining lights into the darkness to improve understanding of student learning.,"I did not come away from this session with a strong understanding of the difference between the 4 measure validity/ reliability/ etc. I would have found a graphic organizer or takeaway (moreso than just the table I filled out on my own) to be very helpful.

I do not think the answer to the online survey were explained in a clear way. That increased my confusion and frustration about the topics at hand.

The room we were working in was distractingly loud during group work. It was hard to hear the others at my table during certain points.

When people are not miced/ mic is not on, I would appreciate if the facilitator asked the person to start their share over. I missed a lot over the course of the day due to my position in the far corner of the room and people not repeating their share when they were not miced.
","Completely
Satisfied","Completely
Satisfied",We worked well together and looked at current problems with our staff meeting culture with a critical eye. We also brainstormed ways to prompt a change of that culture.,The room we were working in was distractingly loud during group work. It was hard to hear the others at my table during certain points.,,,,,"Completely
Satisfied","Completely
Satisfied",VERY interesting! I loved seeing the different stories that data can tell and know this important step will be very helpful in how we approach test data as a staff and how I will approach it as an individual practitioner. BEST SESSION YET!!,"I would have liked the opportunity to walk around and observe the other charts around the room in the gallery walk portion instead of having only 5 minutes and needing to focus on only one chart.

Are those display screens retractable? Can we roll them up when there is an expectation that people are standing behind them an working?

When people are not miced/ mic is not on, I would appreciate if the facilitator asked the person to start their share over. I missed a lot over the course of the day due to my position in the far corner of the room and people not repeating their share when they were not miced.
","Completely
Satisfied","Completely
Satisfied",Very helpful time with the staff. My TF Mark noticed that we had a fundamental misunderstanding about Step 3 and called the Mentor in the room over to help us out with it. Very helpful!,,,,,,No,,,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Very Well,Somewhat,Very Well,Very Well,Somewhat,Very Well,Very Well,Neutral,Neutral
6/19/18 16:51,6/19/18 17:03,IP Address,67.134.206.40,100,742,TRUE,6/19/18 17:03,R_1dzyiFkcNxlquGE,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Very clear objectives and learning targets.,N/A,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",Engagement...being able to create a chart with the data presented made it real.,N/A,"Completely
Satisfied","Completely
Satisfied",Good discussion and collaboration.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",Helped to make the data real and see the long-term planning that can be done based on the data.,N/A,"Completely
Satisfied","Completely
Satisfied",This section puts a clear objective and a clear representation of the data in front of the stakeholders responsible for impacting student growth.,N/A,,,,,Not Sure,,Learning Data Wise processes.,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:59,6/19/18 17:03,IP Address,67.134.206.33,100,269,TRUE,6/19/18 17:03,R_2CHf0n3ZhBWYUwm,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",Revisiting equity,,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Dissatisfied",,,,,,,Neutral,Neutral,,,Neutral,Neutral,,,,,,,No,,,Very Well,Somewhat,Somewhat,Not Very Well,Somewhat,Somewhat,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 17:01,6/19/18 17:04,IP Address,67.134.206.45,100,146,TRUE,6/19/18 17:04,R_2Wu34rgxmuNW2qR,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be very helpful,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Productive struggle,,,,,,"Completely
Satisfied","Completely
Satisfied",Made progress,,"Completely
Satisfied","Completely
Satisfied",,,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Somewhat agree,Strongly agree
6/19/18 16:58,6/19/18 17:04,IP Address,67.134.206.44,100,334,TRUE,6/19/18 17:04,R_vODcBUevRGf2RtD,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied",Neutral,,,I did not find the video to be helpful,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,No,,,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Very Well,Strongly agree,Strongly agree
6/19/18 16:46,6/19/18 17:04,IP Address,67.134.206.38,100,1109,TRUE,6/19/18 17:04,R_1kSKuD2QWJAXNqJ,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,"Completely
Satisfied","Completely
Satisfied",Great modeling of how to use plus/delta protocol as follow-up of the following meeting!,,I found the video to be somewhat helpful,"Completely
Satisfied","Moderately
Satisfied",,"I wonder if Practitioners had enough time to practice the application of the assessment literacy terms? I noticed that sampling error was not part of the ""Assessment Literacy Key Concepts"" graphic organizer, but it was part of the Gallery Walk graphic organizer.","Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,I wonder if Practitioners will receive the chart creation document that previous cohorts received as an aid in determining which charts to select?,"Moderately
Satisfied","Moderately
Satisfied","The team used this time to develop new data in light of our discussion; we were flexible with the agenda, but I wonder how this impacts our future work and objective to meet our goal of having a launch presentation at the end of the week?",,,,,,No,,,,,,,,,Very Well,Very Well,Very Well,Somewhat,Very Well,Somewhat,Somewhat agree,Somewhat agree
6/19/18 17:01,6/19/18 17:04,IP Address,67.134.206.45,100,191,TRUE,6/19/18 17:04,R_aX0PwbXEFEwfKk9,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Completely
Satisfied","Completely
Satisfied",,,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,No,,,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Somewhat,Somewhat,Somewhat,Somewhat,Very Well,Very Well,Somewhat agree,Somewhat agree
6/19/18 16:58,6/19/18 17:04,IP Address,67.134.206.43,100,381,TRUE,6/19/18 17:04,R_1FIYj6kZeSf94Hj,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,"Moderately
Satisfied","Moderately
Satisfied",I liked the definition of technical and adaptive challenges.,Not much,I found the video to be somewhat helpful,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",I liked the poster activity and the checklist of what makes a quality chart.,,"Completely
Satisfied","Completely
Satisfied",Our fellow helped us work through some very difficult issues in our group and come to a cohesive understanding.,,,,,,No,,,Somewhat,Somewhat,Very Well,Not Very Well,Somewhat,Somewhat,Somewhat,Very Well,Somewhat,Not Very Well,Very Well,Very Well,Somewhat agree,Strongly agree
