StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,2,3,5,6_1,6_2,7,8,9_1,9_2,10,11,12_1,12_2,13,14,15_1,15_2,16,17,18_1,18_2,19,20,21,22_1,22_2,23,24,25_1,25_2,26,27,28_1,28_2,29,30,31_1,31_2,32,33,Q83,Q82
6/20/18 16:49,6/20/18 17:00,IP Address,67.134.206.34,100,700,TRUE,6/20/18 17:00,R_2UfOe4XTnEnFVvq,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The team going over the ways that they have worked to interpret our survey data and responding to the data immediately.,Changing the question on how we interpret norms.,"Completely
Satisfied","Completely
Satisfied",The practicing of step 3 was useful and using the data. The creating of the priority protocol was really helpful.,N/A,"Completely
Satisfied","Completely
Satisfied",The team was able to finish some of the objective areas.,The team generated a list of next steps but had very little time to address (build in 10min of free work time outside of the rolling agenda).,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The student work was helpful.,N/A,,,,,"Completely
Satisfied","Completely
Satisfied",The team had many deltas.,N/A,,,,,Strongly agree,Strongly agree
6/20/18 16:52,6/20/18 17:00,IP Address,67.134.206.43,100,500,TRUE,6/20/18 17:00,R_O1FcFhZQB8bf7Al,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Moderately
Satisfied",The listening protocol was powerful,Direct instruction becomes long at times,"Moderately
Satisfied","Moderately
Satisfied",The team collaboration reinforced that the process works,None,,,,,"Moderately
Satisfied","Moderately
Satisfied",Force field activity was effective,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",Accessing multiple data sources,More time to reflect and discuss,,,,,"Moderately
Satisfied","Moderately
Satisfied",Comparison of PGCS case study to our present circumstances,None,Neutral,Neutral
6/20/18 16:56,6/20/18 17:01,IP Address,65.112.8.141,100,300,TRUE,6/20/18 17:01,R_09rYGHMchgR6APn,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",The dyad was good.,I do not know if the dyad was sufficient to deal with the humanitarian crisis we are facing.,"Completely
Satisfied","Completely
Satisfied",Hands-on learning is the way to go.,Nothing.,,,,,"Completely
Satisfied","Completely
Satisfied","Tight agenda. Good opportunity to work on our challenges.
",Nothing.,High School Case,,,,,"Completely
Satisfied","Moderately
Satisfied",Diving in and engaging with the work.,Just a little more time. Have time to look at multiple essays.,,,,,"Moderately
Satisfied","Moderately
Satisfied",Practical examples.,Find ways to drive questions so there is a genuine and authentic discussion.,Somewhat agree,Somewhat agree
6/20/18 16:53,6/20/18 17:01,IP Address,67.134.206.35,100,482,TRUE,6/20/18 17:01,R_1DRPYM5l3xhxtbL,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,nothing,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Looking at student artifacts; I REALLY appreciated the emphasis on bringing in student voice with the Student Writing survey. Much of my thinking and work in the past around data has been focused on quantitative data sources - Thank you for helping me realize how qualitative data can be used in this work!!!,I would like to have more time with the case presenters.,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:59,6/20/18 17:01,IP Address,67.134.206.33,100,111,TRUE,6/20/18 17:01,R_3fxeOkRE9ql2JhV,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",,The session felt rushed at times.,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:54,6/20/18 17:02,IP Address,67.134.206.45,100,500,TRUE,6/20/18 17:02,R_21iAb1PbETWjQ1q,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Asking our Teaching Fellow to help us stick to our norms and protocol!,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied","We were able to reflect and then discuss what we wondered and noticed, as well as coming up with our own LCPs before discussion.",More reflection time.,,,,,"Completely
Satisfied","Completely
Satisfied",We were able to make plans for next year's process!,We would like more green time together.,,,,,Somewhat agree,Somewhat agree
6/20/18 16:55,6/20/18 17:02,IP Address,67.134.206.45,100,424,TRUE,6/20/18 17:02,R_2aDl0Sa09iZO4I1,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Moderately
Dissatisfied",Neutral,,"Learn how to do more advanced charts 
Learn how to create a rolling agenda","Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Good to see a case study,,,,,,"Completely
Satisfied","Completely
Satisfied",Best Session for us so far - finally putting it together,wish this time had been longer. Mid week green time might need to be a little longer as the pieces are making more sense,,,,,Strongly agree,Strongly agree
6/20/18 16:55,6/20/18 17:02,IP Address,67.134.206.47,100,422,TRUE,6/20/18 17:02,R_3fCoJTP0oSlzinH,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,,"Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",I liked seeing the actual presentation that was used for a school.,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,High School Case,,,,,"Moderately
Dissatisfied",Neutral,It was good to see real data.,"'-We gave feedback that we would like to move after lunch, but movement was minimal and the work was dense leave my table sleepy. 
-We looked at only one data point, but it would have been nice to interact with all three data points that were used by the team. 
-A lot of loose paper. It is becoming difficult for me to keep all my materials together. 
-No water, soda, or coffee available in Longfellow.","Moderately
Satisfied","Moderately
Satisfied",,,,,,,Strongly agree,Somewhat agree
6/20/18 17:01,6/20/18 17:03,IP Address,65.112.10.132,100,70,TRUE,6/20/18 17:03,R_3hnbOyXOsYvWExT,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,Neutral,Neutral,The scaffolding of the learning.,Less talking,,,,,"Completely
Satisfied","Completely
Satisfied",Our conversations that occurred after the plus deltas,N/a,,,,,Strongly agree,Strongly agree
6/20/18 16:54,6/20/18 17:03,IP Address,67.134.206.46,100,507,TRUE,6/20/18 17:03,R_1Lj59K2SbBPoqQT,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied","Completely
Satisfied","Making the chart in google drive and labeling the axes, adding colors to the bar graph, etc.",None,"Completely
Satisfied","Completely
Satisfied",All that was shared.,None,"Moderately
Satisfied","Moderately
Satisfied",Formulating the priority question.,None,"Completely
Satisfied","Completely
Satisfied",Be able to the come up with collaborative idea how to present the data overview.,None,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The examples presented.,The pacing. It could be a little slower for the slide show for the Practitioners to look at.,,,,,"Completely
Satisfied","Completely
Satisfied",All that was shared.,none,,,,,Strongly agree,Strongly agree
6/20/18 16:59,6/20/18 17:03,IP Address,67.134.206.39,100,225,TRUE,6/20/18 17:03,R_D97mB3HQ7JkLQM9,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,The seating behind the wall obstructed view of some of the presentation.,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Many topics clicked with additional case study conversation and collaboration in the group.,,Strongly agree,Strongly agree
6/20/18 16:54,6/20/18 17:03,IP Address,67.134.206.35,100,513,TRUE,6/20/18 17:03,R_3M0rWXEbdWm0dSY,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Completely
Satisfied","I was surprised how much I enjoyed the listening Dyad protocol, and I think I can see that being really helpful. I also appreciate you mentioning both the ""easy win"" deltas, as well as the more challenging ones.",,"Moderately
Satisfied","Moderately
Satisfied",It was good practice and needed discussion to get the question.,,"Completely
Satisfied",Neutral,"We were challenging each other this morning, and got off topic. This was stressful, but we refocused in the afternoon.",,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",I liked how they did the questions by grade level.,I could have spent more time on this. I am still not very confident in this process.,,,,,"Completely
Satisfied","Completely
Satisfied",Perfect,,,,,,Somewhat agree,Somewhat agree
6/20/18 17:00,6/20/18 17:03,IP Address,67.134.206.44,100,192,TRUE,6/20/18 17:03,R_3CGUKQVn41VunvQ,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,Neutral,Neutral,,,Neutral,Neutral,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,Neutral,Neutral,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 16:54,6/20/18 17:04,IP Address,65.112.8.134,100,567,TRUE,6/20/18 17:04,R_3j8UXnfMCtySfmO,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,"If we are discussing equity, I strongly feel that it is important to have a discussion on its own about what we know about Newcomers and English language learners and how this information can impact how the students are performing and teachers' actions.","Completely
Satisfied","Completely
Satisfied",The check in with the norms provided the team with an opportunity to discuss how they were doing with their norming and continued to add to the building of common language.,"As we dive deeper into the development of the data story, it is becoming increasingly harder for me not to feel the need to jump in and provide my opinion. I truly appreciate my mentor in this phase who has been very helpful in helping me formulate inquiry questions for my team.",,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",The information provided helped to guide the teams in formulating their inquiry question.,"Again, it would have been helpful to dive deeper into the noticing and wonderings about how the number of English learners, Latino and Black children were increasing and how this could impact the teaching and learning.",,,,,"Completely
Satisfied","Moderately
Satisfied",The facilitator for this session had to make some decisions regarding the agenda to provide more time for the team members to express their feelings about the change process. Very emotional for this part and I think the facilitator move to make room for this expression was the right call to make in the moment. The team noted this as part of their + at the end of the meeting.,,,,,,Somewhat disagree,Somewhat disagree
6/20/18 16:57,6/20/18 17:04,IP Address,67.134.206.41,100,417,TRUE,6/20/18 17:04,R_0oG8LM3Q7p4FzlD,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",Very helpful to get this out and discuss with our team. The collaborative effort shown allowed us to identify the elephant in the room so to speak.,,High School Case,,,,,"Moderately
Satisfied","Moderately
Dissatisfied",,Did not care for the choice for materials used during the exercise. The reading task was not taken well by the team I was on. We struggled to come to consensus and ended up failing miserably at the task at hand. One recommendation was to not provide the actual writing samples but scores that were given.,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Somewhat agree
6/20/18 16:54,6/20/18 17:04,IP Address,67.134.206.38,100,587,TRUE,6/20/18 17:04,R_2w02xiXEbl3Ig5D,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The applicable case scenario was so helpful.,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Somewhat agree,Somewhat agree
6/20/18 17:02,6/20/18 17:04,IP Address,67.134.206.45,100,138,TRUE,6/20/18 17:04,R_2c3U5heGEqMUnx7,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:59,6/20/18 17:04,IP Address,67.134.206.34,100,348,TRUE,6/20/18 17:04,R_Df6YzMLgKDBIHO9,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",,This portion after lunch might have been too ambitious. So many handouts and content components to consider and writing samples to process in a short time. We did try out best to power through because the presenters were adjusting and trying so hard.,,,,,"Moderately
Satisfied","Moderately
Satisfied",I appreciated the Closing Advice from these practitioners.,,Neutral,Neutral
6/20/18 17:02,6/20/18 17:04,IP Address,67.134.206.43,100,143,TRUE,6/20/18 17:04,R_22nNR32Ssn4rBMZ,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",Interactive nature of this learning;,,"Completely
Satisfied","Completely
Satisfied",The collaboration time was highly effective as we worked through the agenda;,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The discussion and the active participation with looking at student work and writing a learner-centered problem.,,,,,,,,,,,,,,Strongly agree,Strongly agree
6/20/18 17:00,6/20/18 17:05,IP Address,65.112.8.140,100,252,TRUE,6/20/18 17:05,R_1CkAWRIbgsDDGLX,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,Yes,Neutral,"Moderately
Satisfied",One-on-one time to address specific questions and concerns,,"Moderately
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Moderately
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied","Achievable goals, built off of our pluses and deltas",,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",Great to dig into real data in an authentic context,A quick reading on context ahead of time. Some LCPs were not consistent with student work. How can we call out?,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",Met needs of Practitioners and helped bring discussions thus far full circle,,Somewhat agree,Somewhat agree
6/20/18 17:00,6/20/18 17:05,IP Address,67.134.206.47,100,267,TRUE,6/20/18 17:05,R_SB0xw1H2RJgBdrH,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Moderately
Dissatisfied","Moderately
Satisfied",,"Too much information to synthesize in limited time. Facilitators might consider tightening up the activity - using the six traits rubric, in particular made it difficult to identify and address the learning outcome.",,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/20/18 16:59,6/20/18 17:05,IP Address,65.112.8.131,100,385,TRUE,6/20/18 17:05,R_2X0OQFePb25sCXa,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Again, the overview was a clear, concise start to the day and connected yesterday's learning to today's.",The Listening Dyad protocol seemed to be a bit disconnected from the rest of the agenda.,"Completely
Satisfied","Completely
Satisfied","Excellent session, informative and clear.",N/A,,,,,"Moderately
Satisfied","Moderately
Satisfied",The rolling agenda and rotating roles is becoming more and more comfortable for this group.,This session felt rushed given the amount of information to get through.,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Excellent step by step directions; good balance of information and hands-on time.,N/A,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",This was an excellent glimpse into system-wide efforts.,N/A,Somewhat agree,Somewhat agree
6/20/18 16:59,6/20/18 17:06,IP Address,67.134.206.33,100,413,TRUE,6/20/18 17:06,R_3ing4ZqEqBV5Kkp,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Great structure,Nothing as it was great!,"Completely
Satisfied","Completely
Satisfied",Very thought-provoking and I loved the hands-on and collaborative approach,More time to reflect,,,,,"Moderately
Satisfied","Completely
Satisfied",The topic was thought-provoking,More time to process,Elementary Case,"Completely
Satisfied","Completely
Satisfied",The process we went through to set the stage and then work as a team to grapple with the task,I wanted to see the work of and hear from other groups,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",I appreciate hearing their real-life examples and experiences.,"As always, our team wanted more time to apply the information to our own work.",Strongly agree,Strongly agree
6/20/18 17:00,6/20/18 17:06,IP Address,65.112.8.131,100,338,TRUE,6/20/18 17:06,R_z9fTSF5EtMmRb0Z,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,Yes,"Moderately
Satisfied","Moderately
Satisfied",Great to help people in the process,More time to plan for the session in advance.,"Moderately
Satisfied","Moderately
Satisfied",Great start to the day,"Dyadic conversation, would have loved a different focus question that addressed equity.","Moderately
Satisfied","Moderately
Satisfied",Clear from start to finish. Hot dots.,Reflection time would be nice,"Completely
Satisfied","Completely
Satisfied",Great work from the team,None at this point.,,,,,High School Case,,,,,"Moderately
Satisfied","Moderately
Satisfied",Great resources and based in evidence.,MORE TIME! It was rushed and did not allow much time for rich discussion.,"Completely
Satisfied","Moderately
Satisfied",Clear honest conversation about the force field.,More framing about honest/courageous conversations. My team was not in a place to fully engage in honest conversations about what's going on in their school.,,,,,Somewhat disagree,Somewhat disagree
6/20/18 16:57,6/20/18 17:06,IP Address,67.134.206.35,100,541,TRUE,6/20/18 17:06,R_Ub7PEmxJKlqGxd7,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Seeing the importance of collaboration in data overview meetings was extremely effective,"Is there any way to complete this survey at the end of each specific session? By the end of the day, I am having a difficult time referring back to what worked well and what didn't. I often need to look back in my notes to remember what happened earlier that day.","Completely
Satisfied","Completely
Satisfied",Very helpful to see this case study and make connections within our school,"Is there any way to complete this survey at the end of each specific session? By the end of the day, I am having a difficult time referring back to worked well and what didn't","Completely
Satisfied","Completely
Satisfied","Checking in on our norms especially after asking our TF to remind us if we do not stick to protocol; Green time is very productive, challenging, and engaging!","Is there any way to complete this survey at the end of each specific session? By the end of the day, I am having a difficult time referring back to worked well and what didn't and often need to look back on my notes",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Viewing multiple mathematic samples from the fifth grade scores helped us to create learner centered problems.,"Is there any way to complete this survey at the end of each specific session? By the end of the day, I am having a difficult time referring back to worked well and what didn't and often need to look back on my notes",,,,,"Completely
Satisfied","Completely
Satisfied",Using data checklists to assess our different data overviews,We often need more time after 5:00 has approached.,,,,,Strongly agree,Strongly agree
6/20/18 17:00,6/20/18 17:06,IP Address,67.134.206.43,100,359,TRUE,6/20/18 17:06,R_bdz2ls9inXO7J9T,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",Appreciated the examples shared of the feedback and your attention to everyoneÊ»s needs.,none,"Completely
Satisfied","Completely
Satisfied",DidnÊ»t realize how difficult it would be to formulate a question that made sense. Going through the activity was very helpful.,none,,,,,"Completely
Satisfied","Completely
Satisfied",none,none,Elementary Case,"Completely
Satisfied","Completely
Satisfied","Having the samples was helpful. It wasnÊ»t made clear about how and when to refer to Quarter 1 and Quarter 2 work. So, when we were trying to formulate our learner centered problem is was a little difficult because not everyone had gotten to Quarter 2.",A little more time.,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",Their presentation was very easy to follow. Good slide deck.,nothing,Strongly agree,Strongly agree
6/20/18 17:01,6/20/18 17:06,IP Address,67.134.206.33,100,294,TRUE,6/20/18 17:06,R_ZwryTUnnZcoykP7,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",The listening dyad was really powerful.,Offer an opportunity to do the listening dyad wiht a strangeer and then again with someone from your school team.,"Completely
Satisfied","Completely
Satisfied",The BINcA example was really helpful. It gave a concrete example for the work we were going to do as a team.,It's hard to think about deltas at the end of the day after the session.,"Completely
Satisfied","Completely
Satisfied",Time to practice as a team and apply what we learned prior,NA,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",It was specific and applicable to our context. Breaking off by high/elementary was helpful.,It would have also been nice to hear feedback from people working at the system level.,,,,,"Completely
Satisfied","Completely
Satisfied",Time for honest conversation with the team about challenges,Additional time!,,,,,Strongly agree,Strongly agree
6/20/18 17:00,6/20/18 17:07,IP Address,67.134.206.36,100,384,TRUE,6/20/18 17:07,R_1KlrdDLeOFx2cQY,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied","We were very productive in this meeting; however, we still felt rushed.",The timeline for this agenda was tight.,High School Case,,,,,"Moderately
Satisfied","Moderately
Dissatisfied",The step is an important one.,"Not enough time to get through the student work samples. 

It was difficult to read long passages of student writing right after lunch.

Facilitators spent a lot of time explaining information, and ended up making adjustments by taking away work/processing time in order to end on time. Reducing a 10 minute processing time to only 5 minutes was not good.",,,,,"Completely
Satisfied","Completely
Satisfied",New tools and approaches introduced were helpful. I appreciated the words of advice and opportunity to ask questions.,,Neutral,Neutral
6/20/18 16:54,6/20/18 17:07,IP Address,67.134.206.39,100,750,TRUE,6/20/18 17:07,R_2Vg6nM5Va7rCKcA,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Moderately
Satisfied","Moderately
Satisfied",,This is an overall change but sometimes I lose track of what happened in which session. It would help me to give feedback directly after the session so I can make sure I am accurate with the feedback.,"Completely
Satisfied","Completely
Satisfied","Our table pushing back on statements and wonderings- such good growth here. 
","One tweak I would suggest is after the brainstorming of questions and green dot voting, the table has time to ""clean up"" their question using the checklist expectations. We had to pass our sticky note prior to doing this as a table. 
","Completely
Satisfied","Completely
Satisfied",This was one of the most powerful sessions for me because I felt that the scaffolding done allowed me to be more successful in the applying phase.,"One recommendation would be that when the tables go to the charts, have a split screen with the checklist and the directions for the task at hand. You need both of these when working on the charts.",,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied","The amount of data we could use to gather evidence from
The viewing of examples that the school used- SO HELPFUL!!!",,,,,,"Completely
Satisfied","Completely
Satisfied","Team was productive in their work.
Brainstorm of solutions was effective
Feedback from Rafael was useful to us",,,,,,Strongly agree,Strongly agree
6/20/18 16:56,6/20/18 17:07,IP Address,67.134.206.46,100,644,TRUE,6/20/18 17:07,R_3MyRAiGwBquzasM,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied","Moderately
Satisfied","Very helpful, loved how the instructors met you were you were as it relates to designing graphs.",needed a little more time,"Completely
Satisfied","Completely
Satisfied","Presentation went well, interaction and engaging",n/c,"Completely
Satisfied","Completely
Satisfied",This is new to me but I could follow and contribute.,,"Completely
Satisfied","Completely
Satisfied",The discussion was rich and provided insight along with how to be thoughtful about having staff follow the norms and really understand what the Norms mean.,Nothing,,,,,Elementary Case,Neutral,,I was lost during this session.,Explain the information better.,,,,,"Completely
Satisfied","Completely
Satisfied","The information shared and how we were able to come up with ACTION PLANS, Being Present and allowing each other to process and pause when needed. I love the discussions and planning that take place.",Nothing it gets better every day,,,,,Strongly agree,Strongly agree
6/20/18 17:00,6/20/18 17:07,IP Address,67.134.206.45,100,424,TRUE,6/20/18 17:07,R_2bQzgppYGtOQFBE,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,System Team,No,,,,,"Moderately
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied",Neutral,,I wonder if other system teams are feeling challenged as our group in coming up with strategies to bring Data Wise to their system. We also seem to be experiencing some power struggles between our team members about roles and responsibilities in helping our system organize for collaborative work and build data literacy.,Elementary Case,"Completely
Satisfied","Completely
Satisfied",reiteration of how to collaborate around defining a learner centered problem,incorporate some system level aspects for members who are in system teams. Will we use this same case all the way through to the swoosh?,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",Donna is a great co-facilitator and clarified some things,Too bad its at the end of the day when we are all tired,Somewhat disagree,Somewhat disagree
6/20/18 17:00,6/20/18 17:08,IP Address,65.112.10.142,100,459,TRUE,6/20/18 17:08,R_aVHMPofpL5KKpgd,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied",LOVED this protocol and Deirdre's modeling. This is something i will bring back as i meet with staff.,ways to model this with a group or team of teachers/staff,"Completely
Satisfied","Completely
Satisfied",model with colleagues and professional practice with i notice and i wonder,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",having professional practice,,,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,,Strongly agree,Strongly agree
6/20/18 16:53,6/20/18 17:08,IP Address,67.134.206.34,100,902,TRUE,6/20/18 17:08,R_1Lccm8ILEIncsMz,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,,"Completely
Satisfied","Completely
Satisfied","Kathy shared easy plus deltas, next slide more challenging like some said equity in room plus some said equity feels forced delta
Then showed Tuckmanâ€™s Stages of Development (I thought DuFour, Dr. M said he stole this)
Showed colorful norms bar graph data, so we â€œdonâ€™t get stuck in storming and can get to performingâ€
Did notice and wonder protocol
Kathyâ€”if we want to improve norms every single person needs to step in, leaders canâ€™t make It happen
Project to get even greener on norms, Kathy asked us to put our name on table tent next to a norm weâ€™ll commit to and our team will keep us accountable for and say
8:23-Candice reminded us of their why and ack that dif people coming at equity from dif levels; thatâ€™s why they started the week who am I what do I believe; seems inevitable that equity comes to the surface; invariably when discussing data 
We honor how you feel and are transparent about our why
Equty is one of the biggest adaptive challenges; we need skills and tools to help people into mindset shift; not a technical easy fit; its long and challenging work; because of this we want you to have skills and tools (e.g. norms, ladder of inference, practice with inquiring, practice with listening (itâ€™s a gift we give to each other); loved Deirdre's Dyadic Listening
",Nothing!,"Completely
Satisfied","Completely
Satisfied",What did you notice about the data overview meeting as a whole? (Kathy had us in the seat of the learner or future facilitator). I noticed we stuck close to the protocol of notice/wonder which was so powerful to get everyoneâ€™s voice. Some of us struggled to keep silent during the Group Brainstorm (funny that we self corrected or nicely reminded each other). I noticed our priority question that we gave most dots to is not that different from othersâ€™ in the room)â€”very enjoyableïŠ I noticed itâ€™s essential to have 3 data points to trangulate and they leadership pre-shifting through the team,,"Completely
Satisfied","Completely
Satisfied",Love norms check. Team time better because of Charisse's great compassionate leadership,,,,,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied","Loved the modeling; throughline example, up and moving, working with my Table Team A was awesome; modeling of choosing priority question. Giving us a chance to craft our own",Nothing! It was perfect!,"Completely
Satisfied","Completely
Satisfied",Team,,,,,,Strongly agree,Strongly agree
