StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q5,Q6_1,Q7,Q8,Q9_1,Q9_2,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q19,Q20,Q21,Q22_1,Q22_2,Q23,Q24,Q25_1,Q25_2,Q26,Q27,Q28,Q29_1,Q29_2,Q30,Q31,Q32_1,Q32_2,Q33,Q34,Q35_1,Q35_2,Q36,Q37,Q38,Q39
6/21/18 17:11,6/21/18 17:18,IP Address,67.134.206.42,100,414,TRUE,6/21/18 17:18,R_2UaWIl0homoI6Qu,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,our teaching fellow was very appreciative of the feedback. Feedback was very positive. It was a great opportunity to share appreciation for her assistance,,"Completely
Satisfied","Completely
Satisfied",Rock paper scissors energized,need movement in the middle of the session,Elementary Case,"Completely
Satisfied","Completely
Satisfied",viewing video and discussing with group,a little more time between transition of slides,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,,Strongly agree,Strongly agree
6/21/18 17:10,6/21/18 17:20,IP Address,67.134.206.39,100,551,TRUE,6/21/18 17:20,R_3TUNm1VFp4MBwIx,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Satisfied","Moderately
Satisfied",,,,,,Somewhat agree,It gave our TF the courage to share more about her Data Wise process which was extremely beneficial.,,"Moderately
Satisfied","Moderately
Satisfied",,"Rock Paper Scissors and the other protocols are just not fun for me, sorry.",Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,The video of the group just praising themselves for 7 minutes was perhaps not the best use of time.,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly disagree,Strongly disagree
6/21/18 17:13,6/21/18 17:22,IP Address,67.134.206.40,100,566,TRUE,6/21/18 17:22,R_21gCoX768yNKGVr,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied","Straight-forward, answered all questions honestly.",N/A,"Completely
Satisfied","Completely
Satisfied",Information was presented in a meaningful way. Engagement was high and the times were adhered to.,N/A,,,,Strongly agree,,N?A,"Completely
Satisfied","Completely
Satisfied",Clear purpose for seeing the big picture.,N/A,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",Great exemplar of how the Data Wise processes drive school improvement.,N/A,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",To see these steps in action and the testimonies of the students and staff.,N/A,"Completely
Satisfied","Completely
Satisfied",This was pointed and specific. Great discussion.,N/A,Strongly agree,Strongly agree
6/21/18 17:15,6/21/18 17:23,IP Address,67.134.204.47,100,508,TRUE,6/21/18 17:23,R_uajk0XnWXerVJjH,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,,Could be done next time on Wednesday.,,,,"Completely
Satisfied","Completely
Satisfied",What a great energy!!!!,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",Infinity Protocol,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,Lots of information in the same section,,,,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Somewhat agree
6/21/18 17:11,6/21/18 17:25,IP Address,65.112.10.139,100,809,TRUE,6/21/18 17:25,R_1hEGsCv9dPFD77g,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,Yes,"Moderately
Satisfied",The sharing of available ready-to-use implementation resources was very helpful.,N/A,"Completely
Satisfied","Completely
Satisfied","The Vivid Image Activity and City's presentation was real world relevant, and powerful.",N/A,,,,Strongly agree,Continuous improvement applies at all levels; my teaching fellow was awesome and invited the feedback.,N/A,"Completely
Satisfied","Completely
Satisfied",All aspects of the session worked well.,N/A,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",The table group collaboration worked really well.,N/A,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",It was a real world practical example that was very helpful.,N/A,"Completely
Satisfied","Completely
Satisfied",My school team was able to reflect and share.,N/A,Strongly agree,Strongly agree
6/21/18 16:58,6/21/18 17:39,IP Address,65.112.8.131,100,2484,TRUE,6/21/18 17:39,R_1iexZMD1KSVDEnL,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,No,,,,"Completely
Satisfied","Completely
Satisfied",Clear and concise summary again.,N/A,Strongly agree,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,,,,,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 17:12,6/21/18 17:43,IP Address,67.134.206.21,100,1908,TRUE,6/21/18 17:43,R_1OT4rQrfNes5fnU,,,,,42.38000488,-71.13289642,anonymous,EN,Practitioner,School Team,No,,,,"Completely
Dissatisfied","Completely
Dissatisfied",why do we waste so much time,more time working on the steps of the process,,,,Neutral,'-Was confused about multiple facilitators; our teaching fellow David Baiz was excellent,nothing it was OK,"Moderately
Satisfied","Completely
Satisfied",I love this presenter and topic but it was filled with so much fluff!,More meet! The one slide on instructional core could have been the whole time.,High School Case,,,,,"Completely
Dissatisfied",Neutral,"I felt like I was observing a fundamental misunderstanding of the relative importance of each step of data wise. To have spent three days on steps 1-3 and a few minutes on selecting the instructional intervention was shocking to me. The alignment between data, problem, solution, and assessment of solution seems critical. I get that the learner centered problem could be one of many - but the solution should be both robust and evidence-based. This usually requires considerable pondering, expertise, and processing.",It is weird to me that it worked. I loved that is was a real case and thank the presenters for their authenticity in bringing it forward. The downside of this is there were understandably not open to criticism (I might not be either) and wanted to sing their teachers' praises. Fine but a trade off - great example. Looking at the flaws with a hard head might have been even better.,High School Case,,,,,Neutral,"Completely
Dissatisfied","it is real

the two templates were excellent","the fact that ""instructional strategies"" is part of a sentence before the ""and"" This is hard for me to get over.",Neutral,Neutral,,,,
6/21/18 17:41,6/21/18 17:46,IP Address,65.112.8.140,100,324,TRUE,6/21/18 17:46,R_1LHicz6UslNVsJk,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,System Team,No,,,,"Moderately
Satisfied","Completely
Satisfied",,,Strongly agree,Great to get feedback,Nothing,,,,"Completely
Satisfied","Completely
Satisfied",Interactive and full of great information,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",,Be really clear that multiple data sources are used- not just one observation. I'd review and stress this in multiple ways.,,,,,Elementary Case,"Completely
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,Not enough time,Somewhat disagree,Somewhat disagree
6/21/18 17:46,6/21/18 17:50,IP Address,65.112.8.142,100,249,TRUE,6/21/18 17:50,R_24N7yjD66GVYi5v,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,,,,,,"Completely
Satisfied","Completely
Satisfied",This session was much more interactive than the other session this week.,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,My blue team reported that they felt there were too many acronyms used during the discussion. They felt a little lost when this occurred.,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
6/21/18 21:04,6/21/18 21:08,IP Address,50.234.189.22,100,255,TRUE,6/21/18 21:08,R_2QzgVi8aLGMMGol,,,,,42.38000488,-71.13289642,anonymous,EN,Teaching Fellow,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,Neutral,,"Our roles should have been clarified before we began working with our blue team groups. We were not explicitly told to offer our opinions or experiences to the group, so I made the assumption that this role was similar to other facilitator roles across HGSE. In the feedback, my group said they wanted to hear more from me and my experiences.",,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,Elementary Case,"Moderately
Satisfied","Moderately
Satisfied",,,,,,,"Moderately
Satisfied","Moderately
Satisfied",,,Strongly disagree,Strongly disagree
6/21/18 16:50,6/21/18 22:30,IP Address,50.200.61.230,100,20421,TRUE,6/21/18 22:30,R_3NEYGonuSUxOQK5,,,,,42.35839844,-71.05979919,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,partner at table did not understand the vivid images protocol,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",Liz City is my spirit animal.,,Elementary Case,"Moderately
Dissatisfied","Moderately
Dissatisfied",,"it felt too much like a dry lecture - slides were too full, a lot of reading off of the slides. I commented that things felt rushed yesterday but i meant we were rushed through the group work - today it felt like the presenters slowed down to a glacier pace in how they talked, so the energy was really low.",,,,,Elementary Case,"Moderately
Satisfied","Moderately
Dissatisfied",We had some views of an accountability table within the action plan.,"I don't think this ""level of messy"" is really necessary. I feel there is room for a better design for the process.",,,,,"Completely
Satisfied","Completely
Satisfied",teaching fellow was hlepful,,Neutral,Neutral
6/22/18 6:32,6/22/18 6:34,IP Address,209.117.115.100,100,125,TRUE,6/22/18 6:34,R_3FKlKTurokwKCi9,,,,,42.2848053,-71.07409668,anonymous,EN,Teaching Fellow,School Team,No,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,I liked getting this feedback. It was interesting to see the different needs of the table.,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,High School Case,,,,,"Completely
Satisfied","Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,Somewhat agree,Somewhat agree
6/21/18 17:07,6/22/18 15:51,IP Address,24.61.8.116,100,81850,TRUE,6/22/18 15:51,R_3lrCgurGxRGqPDp,,,,,42.36459351,-71.10279846,anonymous,EN,Practitioner,School Team,Yes,"Moderately
Satisfied",,,"Moderately
Satisfied","Completely
Satisfied","Vivd image activity - connection to seeing instruction and articulating what we see and aim to see in schools, classrooms, learning, etc.",In the future if would be helpful for TFs to see and know what the feedback sheet criteria is before the participants had seen it.,,,,Strongly agree,"As a TF, I think it was helpful for others to see that as a teacher, principal, leader, etc. participants should be open to receiving feedback and using the feedback to improve.",In the future if would be helpful for TFs to see and know what the feedback sheet criteria is before the participants had seen it.,"Completely
Satisfied","Completely
Satisfied",acknowledging joy and meaning to learning. activities that support evidence based practices in learning,maybe take out the PISA data part?,Elementary Case,"Completely
Satisfied","Moderately
Satisfied","The participants shared that they felt it was helpful that the facilitators said that this work is ""messy"". It was also helpful to practice the different ways we can examine instruction","Maybe some ideas for schools about ideas of how to come to agreement in time efficient and effective ways when making decisions about the learning centered problem, problem of practice, etc.",,,,,Elementary Case,"Completely
Satisfied",Neutral,Important topic - blending adaptive and technical work,"Is there a way that Steps 5, 6, 7 could happen before lunch? My blue team table and green teams suggested that next year - instead of having the BBQ at 6-8 pm.. that it would happen earlier. By the time we got to Step 6 and 7 in the afternoon, the table team was quite tired.",,,,,"Completely
Satisfied","Completely
Satisfied",Time for school teams to work together on reflection and their big challenge (thinking about next steps when schools are back at their sites.. the what next?),Do this earlier in the day -- maybe right after lunch?.. then head right into an early evening BBQ at 4:30-6:30 or 5-7 right after this session?,Somewhat agree,Somewhat agree
6/21/18 16:45,6/21/18 16:52,IP Address,67.134.206.35,69,382,FALSE,6/28/18 16:52,R_1pAVs79xTtYdT83,,,,,,,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied",time to work with team,more down time survey,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,"It was fine, but I think my teaching fellow was a little surprised about the feedback. I could tell in their face.","Completely
Satisfied","Completely
Satisfied",Fun time (rock paper scissor),,Elementary Case,"Moderately
Satisfied",,I was focused on PGES stuff as I watched. I don't think I knew the correct way to watch the video. Maybe give some explanation on what angle to use when approaching the video.,"Change groups again....
I feel I was with the same group and hearing viewpoints from the same people for a long while.",,,,,,,,,,,,,,,,,,,
6/21/18 16:46,6/21/18 17:48,IP Address,173.9.42.13,13,3743,FALSE,6/28/18 17:48,R_sR9N9v8DBBeqgJb,,,,,,,anonymous,EN,Teaching Fellow,School Team,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/18 17:11,6/22/18 6:23,IP Address,64.119.142.6,87,47571,FALSE,6/29/18 6:24,R_RyuIS26XbHqYwGl,,,,,,,anonymous,EN,Practitioner,School Team,No,,,,"Moderately
Satisfied","Moderately
Satisfied",,,,,,Strongly agree,,,"Moderately
Satisfied","Moderately
Satisfied",,,Elementary Case,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,,,,,Elementary Case,"Moderately
Dissatisfied","Moderately
Dissatisfied",,,,,,,,,,,,
6/21/18 17:51,6/22/18 10:03,IP Address,67.134.206.35,13,58326,FALSE,6/29/18 10:04,R_2v7hPBRSIwMSbfJ,,,,,,,anonymous,EN,Teaching Fellow,School Team,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/20/18 11:00,7/20/18 11:01,IP Address,170.185.86.163,100,72,TRUE,7/20/18 11:01,R_3p3EKpSl2IcUSpf,,,,,37.98869324,-84.48799896,anonymous,EN,Practitioner,School Team,Yes,"Completely
Satisfied",,,"Completely
Satisfied","Completely
Satisfied",,,,,,Strongly agree,,,"Completely
Satisfied","Completely
Satisfied",,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,Elementary Case,"Completely
Satisfied","Completely
Satisfied",,,,,,,"Completely
Satisfied","Completely
Satisfied",,,Strongly agree,Strongly agree
